"Contig_number","Phacts_result","Probability","Standard_deviation","Sample_id"
"NODE_311_length_18947_cov_10.178594||full","Lytic","0.511088911088911",0.0126064268166612,"L1EGH020932"
"NODE_316_length_18824_cov_12.625553||full","Temperate","0.5014985014985015",0.0207301734213622,"L1EGH020932"
"NODE_321_length_18791_cov_36.813728||full","Lytic","0.500899100899101",0.0301035984641766,"L1EGH020932"
"NODE_323_length_18639_cov_67.590562||full","Lytic","0.5090909090909091",0.0224506443805598,"L1EGH020932"
"NODE_337_length_18300_cov_5.368923||full","Lytic","0.5076923076923078",0.0105042472951808,"L1EGH020932"
"NODE_349_length_17865_cov_8.891241||full","Temperate","0.5000999000999",0.0143327923552135,"L1EGH020932"
"NODE_351_length_17817_cov_42.931764||full","Lytic","0.5080919080919081",0.0201303039345626,"L1EGH020932"
"NODE_404_length_16690_cov_15.497445||full","Temperate","0.5018981018981019",0.015132144838171,"L1EGH020932"
"NODE_440_length_16121_cov_12.465268||full","Temperate","0.505994005994006",0.0196894454923987,"L1EGH020932"
"NODE_445_length_16043_cov_52.475544||full","Temperate","0.503096903096903",0.0152503973124966,"L1EGH020932"
"NODE_456_length_15912_cov_6.615375||full","Lytic","0.5027972027972027",0.0202087309348015,"L1EGH020932"
"NODE_467_length_15778_cov_57.470076||full","Lytic","0.5087912087912089",0.0128094368562081,"L1EGH020932"
"NODE_487_length_15402_cov_9.652440||full","Temperate","0.5054945054945055",0.00946681937301269,"L1EGH020932"
"NODE_492_length_15344_cov_10.619138||full","Lytic","0.5022977022977023",0.0210777373952135,"L1EGH020932"
"NODE_493_length_15342_cov_9.469353||full","Lytic","0.5051948051948052",0.0244175545426511,"L1EGH020932"
"NODE_499_length_15325_cov_11.792862||full","Lytic","0.5010989010989011",0.0165376159413988,"L1EGH020932"
"NODE_502_length_15265_cov_11.263708||full","Temperate","0.5031968031968033",0.0218233134451105,"L1EGH020932"
"NODE_512_length_15166_cov_6.316260||full","Temperate","0.5041958041958042",0.0202284751870231,"L1EGH020932"
"NODE_534_length_14874_cov_6.221945||full","Temperate","0.5200799200799201",0.0187918434461978,"L1EGH020932"
"NODE_541_length_14712_cov_15.176980||full","Temperate","0.502997002997003",0.0101805015168762,"L1EGH020932"
"NODE_544_length_14657_cov_4.421655||full","Temperate","0.5027972027972029",0.0212063700342565,"L1EGH020932"
"NODE_548_length_14619_cov_56.121052||full","Lytic","0.5004995004995005",0.0195508349558251,"L1EGH020932"
"NODE_563_length_14434_cov_6.174143||full","Lytic","0.5003996003996003",0.018417688191305,"L1EGH020932"
"NODE_590_length_14192_cov_4.586546||full","Temperate","0.5061938061938063",0.0194230562095631,"L1EGH020932"
"NODE_595_length_14168_cov_11.504145||full","Lytic","0.5035964035964036",0.0168913906037326,"L1EGH020932"
"NODE_600_length_14087_cov_10.131200||full","Lytic","0.5059940059940061",0.0225395968268366,"L1EGH020932"
"NODE_637_length_13624_cov_5.532537||full","Lytic","0.5040959040959041",0.0122286863121673,"L1EGH020932"
"NODE_695_length_13079_cov_4.941800||full","Temperate","0.5012987012987014",0.0196668767508137,"L1EGH020932"
"NODE_751_length_12556_cov_8.830414||full","Temperate","0.5002997002997003",0.0207292105484003,"L1EGH020932"
"NODE_763_length_12485_cov_9.229284||full","Lytic","0.5101898101898101",0.024021975612344,"L1EGH020932"
"NODE_765_length_12473_cov_4.924464||full","Lytic","0.5023976023976024",0.0266920280012217,"L1EGH020932"
"NODE_775_length_12389_cov_6.422572||full","Temperate","0.5008991008991008",0.0211363682105435,"L1EGH020932"
"NODE_782_length_12326_cov_27.938065||full","Lytic","0.5127872127872128",0.0110979074485678,"L1EGH020932"
"NODE_796_length_12183_cov_17.101088||full","Temperate","0.5082917082917082",0.0143578375410363,"L1EGH020932"
"NODE_802_length_12091_cov_35.304171||full","Lytic","0.5007992007992008",0.0200898579291736,"L1EGH020932"
"NODE_814_length_12036_cov_5.602287||full","Lytic","0.5057942057942058",0.0132837084326495,"L1EGH020932"
"NODE_818_length_12025_cov_4.797995||full","Lytic","0.5060939060939061",0.0146632112942328,"L1EGH020932"
"NODE_819_length_12016_cov_66.749018||full","Temperate","0.5042957042957043",0.0164444182565852,"L1EGH020932"
"NODE_830_length_11954_cov_66.430288||full","Lytic","0.503996003996004",0.0213105904031792,"L1EGH020932"
"NODE_845_length_11875_cov_14.381810||full","Lytic","0.5162837162837163",0.0211392010608536,"L1EGH020932"
"NODE_858_length_11792_cov_7.636619||full","Lytic","0.501098901098901",0.0200657501406814,"L1EGH020932"
"NODE_899_length_11526_cov_7.166856||full","Temperate","0.5052947052947052",0.0214578345188154,"L1EGH020932"
"NODE_902_length_11494_cov_14.954104||full","Lytic","0.5094905094905096",0.0140002781549289,"L1EGH020932"
"NODE_909_length_11446_cov_6.061979||full","Temperate","0.5075924075924076",0.0166593713314467,"L1EGH020932"
"NODE_939_length_11262_cov_42.031409||full","Lytic","0.508791208791209",0.0186952033749545,"L1EGH020932"
"NODE_946_length_11221_cov_6.845424||full","Lytic","0.5021978021978022",0.0287151537577163,"L1EGH020932"
"NODE_966_length_11065_cov_6.271390||full","Temperate","0.5044955044955046",0.0203070145011339,"L1EGH020932"
"NODE_1002_length_10891_cov_4.615172||full","Lytic","0.5115884115884115",0.0107265915093946,"L1EGH020932"
"NODE_1023_length_10775_cov_7.609701||full","Lytic","0.5027972027972029",0.0141071534135472,"L1EGH020932"
"NODE_1034_length_10714_cov_82.396660||full","Lytic","0.5046953046953047",0.0203698238975951,"L1EGH020932"
"NODE_1050_length_10638_cov_9.780875||full","Temperate","0.5077922077922078",0.0158400736496273,"L1EGH020932"
"NODE_1054_length_10619_cov_9.596081||full","Temperate","0.5017982017982019",0.0168535347239972,"L1EGH020932"
"NODE_1092_length_10438_cov_5.892806||full","Lytic","0.5085914085914086",0.0182707969758768,"L1EGH020932"
"NODE_1114_length_10313_cov_4.416260||full","Lytic","0.5008991008991008",0.0206829399314406,"L1EGH020932"
"NODE_1115_length_10302_cov_17.786864||full","Temperate","0.5033966033966033",0.0188144009379255,"L1EGH020932"
"NODE_1134_length_10207_cov_80.671001||full","Temperate","0.5017982017982018",0.0241090631278627,"L1EGH020932"
"NODE_1155_length_10106_cov_6.090638||full","Temperate","0.5075924075924078",0.0169915357373689,"L1EGH020932"
"NODE_1169_length_10054_cov_39.852985||full","Lytic","0.5078921078921078",0.0193826790670464,"L1EGH020932"
"NODE_1171_length_10052_cov_5.205162||full","Temperate","0.5076923076923078",0.0244328768688901,"L1EGH020932"
"NODE_1214_length_9902_cov_9.485224||full","Lytic","0.5002997002997003",0.023114733049318,"L1EGH020932"
"NODE_1225_length_9851_cov_38.777052||full","Lytic","0.5084915084915085",0.0268320584621829,"L1EGH020932"
"NODE_1239_length_9789_cov_30.372611||full","Lytic","0.5037962037962038",0.0198197870638795,"L1EGH020932"
"NODE_1243_length_9773_cov_26.068430||full","Temperate","0.5033966033966034",0.025763575307262,"L1EGH020932"
"NODE_1266_length_9683_cov_5.432489||full","Temperate","0.509090909090909",0.0243977233966044,"L1EGH020932"
"NODE_1270_length_9673_cov_88.934498||full","Lytic","0.5018981018981019",0.012701070989261,"L1EGH020932"
"NODE_1279_length_9644_cov_44.423298||full","Lytic","0.501998001998002",0.0240767531081228,"L1EGH020932"
"NODE_1281_length_9634_cov_4.178202||full","Lytic","0.5148851148851149",0.0113745816803119,"L1EGH020932"
"NODE_1324_length_9521_cov_6.177372||full","Temperate","0.5002997002997003",0.0128851766932158,"L1EGH020932"
"NODE_1327_length_9512_cov_5.061859||full","Temperate","0.5001998001998003",0.019033787525865,"L1EGH020932"
"NODE_19477_length_1830_cov_5.425352||full","Temperate","0.507992007992008",0.0247673684814207,"L1EGH020932"
"NODE_19478_length_1830_cov_4.019718||full","Lytic","0.500899100899101",0.015270017026402,"L1EGH020932"
"NODE_19488_length_1829_cov_4.220970||full","Lytic","0.5010989010989011",0.0174765224486271,"L1EGH020932"
"NODE_19512_length_1827_cov_21.125282||full","Lytic","0.5042957042957043",0.019934012965014,"L1EGH020932"
"NODE_19514_length_1827_cov_7.794018||full","Temperate","0.5064935064935066",0.0182628749452234,"L1EGH020932"
"NODE_19613_length_1821_cov_2.228766||full","Temperate","0.5042957042957043",0.0202025568987245,"L1EGH020932"
"NODE_19664_length_1818_cov_5.092456||full","Lytic","0.5004995004995004",0.0261425410330408,"L1EGH020932"
"NODE_19706_length_1816_cov_2.898353||full","Temperate","0.5062937062937063",0.0167986703982896,"L1EGH020932"
"NODE_19707_length_1816_cov_2.872800||full","Lytic","0.5040959040959041",0.0198205423575493,"L1EGH020932"
"NODE_19708_length_1816_cov_2.670642||full","Temperate","0.5025974025974025",0.0217518560214067,"L1EGH020932"
"NODE_1365_length_9402_cov_16.505082||full","Lytic","0.5108891108891108",0.0241055442667024,"L1EGH020932"
"NODE_19750_length_1813_cov_3.952787||full","Lytic","0.5142857142857143",0.0188850827547126,"L1EGH020932"
"NODE_19764_length_1812_cov_4.030734||full","Lytic","0.5175824175824175",0.0250047774828565,"L1EGH020932"
"NODE_19765_length_1812_cov_4.005122||full","Temperate","0.500899100899101",0.0186853249402409,"L1EGH020932"
"NODE_19771_length_1812_cov_3.147980||full","Temperate","0.5049950049950049",0.0160665327596433,"L1EGH020932"
"NODE_19781_length_1811_cov_6.369590||full","Temperate","0.5050949050949052",0.015497078465267,"L1EGH020932"
"NODE_19793_length_1810_cov_5.252991||full","Lytic","0.5034965034965034",0.0141632835951626,"L1EGH020932"
"NODE_19807_length_1810_cov_2.822222||full","Temperate","0.5014985014985015",0.0226003967521669,"L1EGH020932"
"NODE_19831_length_1808_cov_3.463206||full","Lytic","0.5021978021978022",0.0227546464344615,"L1EGH020932"
"NODE_19838_length_1807_cov_6.054224||full","Lytic","0.5023976023976024",0.0139535086802787,"L1EGH020932"
"NODE_19856_length_1806_cov_2.910908||full","Temperate","0.5076923076923078",0.022617170814059,"L1EGH020932"
"NODE_1374_length_9371_cov_8.697295||full","Lytic","0.5171828171828172",0.0160217461783179,"L1EGH020932"
"NODE_19897_length_1803_cov_3.336384||full","Lytic","0.5013986013986014",0.0168203409399886,"L1EGH020932"
"NODE_19920_length_1801_cov_3.509737||full","Lytic","0.5032967032967033",0.0233039333655518,"L1EGH020932"
"NODE_19930_length_1800_cov_2.655587||full","Lytic","0.5055944055944056",0.0210191804383865,"L1EGH020932"
"NODE_19992_length_1795_cov_3.668391||full","Lytic","0.5040959040959041",0.0224284067670077,"L1EGH020932"
"NODE_19998_length_1795_cov_2.706897||full","Lytic","0.5057942057942058",0.020585481586149,"L1EGH020932"
"NODE_20015_length_1794_cov_2.635423||full","Temperate","0.5004995004995005",0.0177361366802575,"L1EGH020932"
"NODE_20033_length_1792_cov_4.711572||full","Lytic","0.502997002997003",0.0274979448308993,"L1EGH020932"
"NODE_20047_length_1791_cov_4.811060||full","Temperate","0.5025974025974025",0.0275168110986544,"L1EGH020932"
"NODE_20060_length_1790_cov_5.648415||full","Lytic","0.507992007992008",0.0220697839182951,"L1EGH020932"
"NODE_20118_length_1786_cov_8.175621||full","Temperate","0.5074925074925076",0.0181807203453783,"L1EGH020932"
"NODE_1383_length_9333_cov_17.163182||full","Lytic","0.5077922077922077",0.0190861487359756,"L1EGH020932"
"NODE_20135_length_1785_cov_15.300578||full","Lytic","0.5022977022977024",0.0231621780178904,"L1EGH020932"
"NODE_20219_length_1780_cov_5.004638||full","Lytic","0.5020979020979021",0.0165436495860016,"L1EGH020932"
"NODE_20224_length_1780_cov_3.657391||full","Lytic","0.5096903096903096",0.022413272587221,"L1EGH020932"
"NODE_20239_length_1779_cov_5.654872||full","Temperate","0.5041958041958042",0.0125735299179328,"L1EGH020932"
"NODE_20250_length_1778_cov_23.794544||full","Temperate","0.5039960039960041",0.0244183719761,"L1EGH020932"
"NODE_20255_length_1778_cov_5.934417||full","Temperate","0.5024975024975025",0.0209170866386452,"L1EGH020932"
"NODE_20318_length_1774_cov_4.467132||full","Temperate","0.5081918081918082",0.0252098847257567,"L1EGH020932"
"NODE_20359_length_1772_cov_3.295282||full","Temperate","0.5000999000999001",0.0136040315928465,"L1EGH020932"
"NODE_20366_length_1772_cov_2.927781||full","Temperate","0.5019980019980019",0.0185569645624365,"L1EGH020932"
"NODE_20386_length_1771_cov_3.175408||full","Temperate","0.5057942057942059",0.0213797884040101,"L1EGH020932"
"NODE_1408_length_9260_cov_7.819337||full","Temperate","0.5054945054945055",0.0150911988817436,"L1EGH020932"
"NODE_20396_length_1770_cov_5.450729||full","Lytic","0.5054945054945056",0.0195814389426599,"L1EGH020932"
"NODE_20402_length_1770_cov_2.671137||full","Temperate","0.5023976023976024",0.0102411002753691,"L1EGH020932"
"NODE_20415_length_1769_cov_3.197200||full","Temperate","0.5101898101898102",0.019622424312217,"L1EGH020932"
"NODE_20431_length_1768_cov_3.592528||full","Lytic","0.5047952047952048",0.0222310832766114,"L1EGH020932"
"NODE_20433_length_1768_cov_3.232925||full","Lytic","0.5012987012987014",0.0199690279453897,"L1EGH020932"
"NODE_20443_length_1767_cov_5.359229||full","Lytic","0.5076923076923078",0.0219725722059885,"L1EGH020932"
"NODE_20454_length_1766_cov_9.451783||full","Lytic","0.5024975024975025",0.0167284201310166,"L1EGH020932"
"NODE_20465_length_1766_cov_3.012274||full","Temperate","0.5074925074925074",0.02504684976776,"L1EGH020932"
"NODE_20476_length_1765_cov_3.138596||full","Temperate","0.5091908091908092",0.0173034932551626,"L1EGH020932"
"NODE_20481_length_1764_cov_10.742539||full","Lytic","0.5042957042957044",0.0156355624747363,"L1EGH020932"
"NODE_1426_length_9180_cov_8.963726||full","Lytic","0.5000999000999001",0.0161776483356621,"L1EGH020932"
"NODE_20485_length_1764_cov_4.218256||full","Lytic","0.5085914085914085",0.0231994188659012,"L1EGH020932"
"NODE_20512_length_1762_cov_9.145870||full","Lytic","0.5005994005994007",0.0242345782533755,"L1EGH020932"
"NODE_20514_length_1762_cov_5.859988||full","Lytic","0.5030969030969032",0.0255681810558184,"L1EGH020932"
"NODE_20550_length_1760_cov_3.554839||full","Lytic","0.5011988011988012",0.0225873661941297,"L1EGH020932"
"NODE_20565_length_1759_cov_6.089202||full","Temperate","0.5125874125874126",0.0102897102897103,"L1EGH020932"
"NODE_20572_length_1759_cov_3.970070||full","Lytic","0.503996003996004",0.0157275249979085,"L1EGH020932"
"NODE_20574_length_1759_cov_2.798122||full","Lytic","0.505994005994006",0.0182860849776947,"L1EGH020932"
"NODE_20652_length_1754_cov_5.393761||full","Temperate","0.5023976023976023",0.0169032031794648,"L1EGH020932"
"NODE_20682_length_1752_cov_5.120801||full","Lytic","0.5036963036963037",0.0170053329318307,"L1EGH020932"
"NODE_20715_length_1750_cov_5.794100||full","Lytic","0.5019980019980019",0.0237260108298175,"L1EGH020932"
"NODE_1452_length_9099_cov_5.752764||full","Lytic","0.5027972027972027",0.0287221039711176,"L1EGH020932"
"NODE_20722_length_1750_cov_3.389971||full","Lytic","0.5104895104895106",0.0190701938045794,"L1EGH020932"
"NODE_20723_length_1750_cov_2.893805||full","Lytic","0.5040959040959041",0.0200109650471196,"L1EGH020932"
"NODE_20756_length_1748_cov_3.234495||full","Temperate","0.5054945054945055",0.0067902679192673,"L1EGH020932"
"NODE_20757_length_1748_cov_2.891908||full","Lytic","0.5071928071928071",0.0213657798922165,"L1EGH020932"
"NODE_20826_length_1743_cov_3.377370||full","Lytic","0.5081918081918082",0.0108891108891109,"L1EGH020932"
"NODE_20838_length_1742_cov_3.668643||full","Lytic","0.5100899100899101",0.0207311362496027,"L1EGH020932"
"NODE_20856_length_1741_cov_5.273428||full","Temperate","0.5034965034965035",0.0190072903001403,"L1EGH020932"
"NODE_20895_length_1738_cov_2.853238||full","Lytic","0.500999000999001",0.0271031382907861,"L1EGH020932"
"NODE_20910_length_1737_cov_2.567776||full","Lytic","0.5156843156843157",0.0239418671115147,"L1EGH020932"
"NODE_20937_length_1735_cov_4.429167||full","Lytic","0.5092907092907094",0.0159452577044785,"L1EGH020932"
"NODE_1466_length_9055_cov_4.973556||full","Temperate","0.5035964035964036",0.0277551532618052,"L1EGH020932"
"NODE_20939_length_1735_cov_4.201190||full","Lytic","0.5013986013986014",0.0228264623668287,"L1EGH020932"
"NODE_20945_length_1735_cov_3.295238||full","Lytic","0.5049950049950049",0.0169197269305398,"L1EGH020932"
"NODE_21018_length_1730_cov_3.154030||full","Temperate","0.508891108891109",0.0242870272112252,"L1EGH020932"
"NODE_21023_length_1729_cov_11.755675||full","Temperate","0.5055944055944056",0.0231865097398882,"L1EGH020932"
"NODE_21069_length_1727_cov_24.759569||full","Lytic","0.5006993006993007",0.026909311655659,"L1EGH020932"
"NODE_21075_length_1727_cov_4.393541||full","Temperate","0.5032967032967033",0.0143230407336845,"L1EGH020932"
"NODE_21131_length_1724_cov_3.439185||full","Lytic","0.5056943056943057",0.0154622636674892,"L1EGH020932"
"NODE_21172_length_1721_cov_3.740696||full","Lytic","0.5007992007992008",0.0202925113325488,"L1EGH020932"
"NODE_21207_length_1719_cov_7.588341||full","Temperate","0.5063936063936064",0.0158991879936714,"L1EGH020932"
"NODE_21212_length_1719_cov_4.050481||full","Lytic","0.507092907092907",0.0143397537390594,"L1EGH020932"
"NODE_1492_length_8971_cov_13.235756||full","Temperate","0.5016983016983017",0.0124599095525825,"L1EGH020932"
"NODE_21217_length_1719_cov_3.272837||full","Temperate","0.5040959040959041",0.0241303723135213,"L1EGH020932"
"NODE_21225_length_1718_cov_5.314492||full","Temperate","0.501098901098901",0.0221327763861449,"L1EGH020932"
"NODE_21239_length_1717_cov_5.506017||full","Temperate","0.502997002997003",0.0203573265457691,"L1EGH020932"
"NODE_21246_length_1717_cov_3.589049||full","Temperate","0.5020979020979021",0.0143606176432099,"L1EGH020932"
"NODE_21257_length_1716_cov_8.915713||full","Temperate","0.5002997002997003",0.0195906108159924,"L1EGH020932"
"NODE_21286_length_1714_cov_36.247137||full","Lytic","0.5040959040959041",0.0157018043591517,"L1EGH020932"
"NODE_21291_length_1714_cov_5.536468||full","Temperate","0.5135864135864135",0.0191404524451088,"L1EGH020932"
"NODE_21302_length_1713_cov_4.753920||full","Temperate","0.5009990009990009",0.0132551283451606,"L1EGH020932"
"NODE_21338_length_1712_cov_2.059747||full","Lytic","0.5072927072927073",0.014950342838386,"L1EGH020932"
"NODE_21340_length_1711_cov_7.217391||full","Temperate","0.5053946053946053",0.0190253963591052,"L1EGH020932"
"NODE_1517_length_8899_cov_4.090683||full","Lytic","0.5086913086913087",0.0146332335053751,"L1EGH020932"
"NODE_21360_length_1710_cov_4.862236||full","Temperate","0.5002997002997003",0.0193703176633229,"L1EGH020932"
"NODE_21369_length_1709_cov_5.045949||full","Lytic","0.5061938061938063",0.0266942712801366,"L1EGH020932"
"NODE_21401_length_1708_cov_3.223230||full","Temperate","0.5016983016983019",0.017661704799688,"L1EGH020932"
"NODE_21406_length_1708_cov_2.389595||full","Lytic","0.5071928071928072",0.015865255611632,"L1EGH020932"
"NODE_21483_length_1703_cov_9.049757||full","Temperate","0.5095904095904096",0.010810003274848,"L1EGH020932"
"NODE_21497_length_1703_cov_2.401699||full","Temperate","0.5013986013986014",0.0201166655996978,"L1EGH020932"
"NODE_21517_length_1702_cov_2.915604||full","Lytic","0.5087912087912088",0.0218598676692507,"L1EGH020932"
"NODE_21548_length_1699_cov_9.240876||full","Lytic","0.5056943056943057",0.0197276772155798,"L1EGH020932"
"NODE_21573_length_1698_cov_2.814364||full","Lytic","0.5033966033966034",0.0145898615146925,"L1EGH020932"
"NODE_21584_length_1697_cov_4.590134||full","Temperate","0.5000999000999",0.0291297454043678,"L1EGH020932"
"NODE_1544_length_8800_cov_3.950600||full","Lytic","0.5195804195804196",0.0175690735849784,"L1EGH020932"
"NODE_21594_length_1697_cov_2.791717||full","Temperate","0.5005994005994008",0.0206068021480812,"L1EGH020932"
"NODE_21626_length_1694_cov_5.073826||full","Lytic","0.5039960039960041",0.0212543185292227,"L1EGH020932"
"NODE_21655_length_1693_cov_3.373626||full","Lytic","0.5054945054945055",0.0261654362711464,"L1EGH020932"
"NODE_21656_length_1693_cov_3.317460||full","Temperate","0.5108891108891109",0.0138006844669963,"L1EGH020932"
"NODE_21666_length_1692_cov_5.226634||full","Lytic","0.5078921078921079",0.0223570977660147,"L1EGH020932"
"NODE_21689_length_1691_cov_4.680929||full","Temperate","0.5046953046953047",0.0186082540689311,"L1EGH020932"
"NODE_21692_length_1691_cov_3.626528||full","Lytic","0.5098901098901099",0.0262043122667105,"L1EGH020932"
"NODE_21753_length_1687_cov_4.418505||full","Lytic","0.5042957042957043",0.0152215759878049,"L1EGH020932"
"NODE_21759_length_1687_cov_3.363971||full","Lytic","0.5001998001998003",0.0175098972127964,"L1EGH020932"
"NODE_21787_length_1685_cov_12.412270||full","Temperate","0.502997002997003",0.0179278237626157,"L1EGH020932"
"NODE_1572_length_8708_cov_20.624061||full","Lytic","0.5002997002997003",0.0177855848825318,"L1EGH020932"
"NODE_21813_length_1684_cov_3.079190||full","Lytic","0.5133866133866134",0.0136131986075341,"L1EGH020932"
"NODE_21831_length_1683_cov_2.962531||full","Temperate","0.5044955044955045",0.0186093266835136,"L1EGH020932"
"NODE_21851_length_1682_cov_2.349109||full","Temperate","0.5002997002997003",0.0191943425520439,"L1EGH020932"
"NODE_21858_length_1681_cov_6.589791||full","Lytic","0.5111888111888112",0.0188652550580516,"L1EGH020932"
"NODE_21885_length_1680_cov_2.629538||full","Lytic","0.5007992007992008",0.0162690004170657,"L1EGH020932"
"NODE_21915_length_1677_cov_5.337855||full","Lytic","0.5000999000999001",0.0228865002222546,"L1EGH020932"
"NODE_21930_length_1677_cov_2.709001||full","Temperate","0.5043956043956044",0.0168381314621029,"L1EGH020932"
"NODE_21956_length_1675_cov_4.741358||full","Lytic","0.5065934065934067",0.011146362320177,"L1EGH020932"
"NODE_21974_length_1674_cov_4.938851||full","Lytic","0.5127872127872127",0.018065352466077,"L1EGH020932"
"NODE_22008_length_1672_cov_5.160792||full","Lytic","0.5021978021978023",0.0246007926052676,"L1EGH020932"
"NODE_1594_length_8632_cov_4.430337||full","Temperate","0.5037962037962038",0.0117869418032777,"L1EGH020932"
"NODE_22044_length_1670_cov_3.536842||full","Temperate","0.5179820179820179",0.0256541044613819,"L1EGH020932"
"NODE_22068_length_1669_cov_3.139405||full","Lytic","0.5078921078921079",0.0288128237456309,"L1EGH020932"
"NODE_22095_length_1667_cov_8.053350||full","Lytic","0.5011988011988013",0.0175155959362477,"L1EGH020932"
"NODE_22104_length_1667_cov_4.156948||full","Temperate","0.5143856143856144",0.017962304656654,"L1EGH020932"
"NODE_22116_length_1666_cov_4.942893||full","Lytic","0.5036963036963037",0.0266783773237977,"L1EGH020932"
"NODE_22130_length_1666_cov_1.619491||full","Lytic","0.5078921078921078",0.0118473263379609,"L1EGH020932"
"NODE_22171_length_1663_cov_10.563433||full","Lytic","0.5047952047952048",0.0154186346243223,"L1EGH020932"
"NODE_22186_length_1663_cov_2.919154||full","Lytic","0.5106893106893107",0.0171863017167056,"L1EGH020932"
"NODE_22201_length_1662_cov_2.678283||full","Temperate","0.5057942057942058",0.0304623237084009,"L1EGH020932"
"NODE_22240_length_1659_cov_5.494389||full","Lytic","0.5063936063936064",0.018920192774838,"L1EGH020932"
"NODE_1603_length_8611_cov_7.214937||full","Lytic","0.5058941058941059",0.0175278419176514,"L1EGH020932"
"NODE_22279_length_1657_cov_3.815855||full","Lytic","0.5024975024975025",0.0120129610513945,"L1EGH020932"
"NODE_22311_length_1655_cov_3.827500||full","Temperate","0.5007992007992008",0.0268619832875678,"L1EGH020932"
"NODE_22359_length_1652_cov_4.271133||full","Lytic","0.5078921078921079",0.0217644697161178,"L1EGH020932"
"NODE_22373_length_1651_cov_5.233083||full","Lytic","0.505994005994006",0.0253567235694247,"L1EGH020932"
"NODE_22388_length_1650_cov_4.255172||full","Lytic","0.5025974025974026",0.017091094081442,"L1EGH020932"
"NODE_22432_length_1648_cov_2.504708||full","Lytic","0.5038961038961041",0.0156381154280515,"L1EGH020932"
"NODE_22442_length_1647_cov_4.211683||full","Temperate","0.500899100899101",0.0105080469868569,"L1EGH020932"
"NODE_22457_length_1646_cov_12.558768||full","Lytic","0.502997002997003",0.0139520781380687,"L1EGH020932"
"NODE_22484_length_1645_cov_3.556604||full","Temperate","0.5064935064935066",0.0152752446941438,"L1EGH020932"
