"KEGG.Entry","Metabolism","Pathway","Total.AMGs","Present.AMG.KOs","VIBRANT_AMG_pathways_ERR3015715.tsv"
"map00900","Metabolism of terpenoids and polyketides","Terpenoid backbone biosynthesis","1","K13273","VIBRANT_AMG_pathways_ERR3015725.tsv"
"map00261","Biosynthesis of other secondary metabolites","Monobactam biosynthesis","1","K00957","VIBRANT_AMG_pathways_ERR3015725.tsv"
"map00633","Xenobiotics biodegradation and metabolism","Nitrotoluene degradation","1","K00198","VIBRANT_AMG_pathways_ERR3015725.tsv"
"KEGG Entry","Metabolism","Pathway","Total AMGs","Present AMG KOs","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map00052","Carbohydrate metabolism","Galactose metabolism","1","K01182","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map00500","Carbohydrate metabolism","Starch and sucrose metabolism","1","K01182","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map00520","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism","2","K00790,K01443","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map00630","Carbohydrate metabolism","Glyoxylate and dicarboxylate metabolism","1","K00018","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map00720","Energy metabolism","Carbon fixation pathways in prokaryotes","1","K01938","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map00680","Energy metabolism","Methane metabolism","3","K00018,K00058,K00831","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map00920","Energy metabolism","Sulfur metabolism","2","K00390,K00957","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map00561","Lipid metabolism","Glycerolipid metabolism","1","K00655","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map00564","Lipid metabolism","Glycerophospholipid metabolism","1","K00655","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map00230","Nucleotide metabolism","Purine metabolism","1","K00957","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map00260","Amino acid metabolism","Glycine, serine and threonine metabolism","6","K00018,K00058,K00831,K00928,K01733,K01754","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map00270","Amino acid metabolism","Cysteine and methionine metabolism","12","K00058,K00558,K00789,K00831,K00928","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map00290","Amino acid metabolism","Valine, leucine and isoleucine biosynthesis","1","K01754","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map00300","Amino acid metabolism","Lysine biosynthesis","1","K00928","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map00450","Metabolism of other amino acids","Selenocompound metabolism","1","K00957","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map00473","Metabolism of other amino acids","D-Alanine metabolism","1","K01775","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map00480","Metabolism of other amino acids","Glutathione metabolism","1","K01256","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map00550","Glycan biosynthesis and metabolism","Peptidoglycan biosynthesis","1","K00790","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map00750","Metabolism of cofactors and vitamins","Vitamin B6 metabolism","2","K00831,K01733","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map00670","Metabolism of cofactors and vitamins","One carbon pool by folate","1","K01938","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map00860","Metabolism of cofactors and vitamins","Porphyrin and chlorophyll metabolism","2","K09882,K09883","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map00261","Biosynthesis of other secondary metabolites","Monobactam biosynthesis","2","K00928,K00957","VIBRANT_AMG_pathways_ERR3015733.tsv"
"map04122","Folding, sorting and degradation","Sulfur relay system","1","K21029","VIBRANT_AMG_pathways_ERR3015733.tsv"
"KEGG Entry","Metabolism","Pathway","Total AMGs","Present AMG KOs","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00030","Carbohydrate metabolism","Pentose phosphate pathway","1","K01783","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00040","Carbohydrate metabolism","Pentose and glucuronate interconversions","2","K00012,K01783","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00051","Carbohydrate metabolism","Fructose and mannose metabolism","1","K02377","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00053","Carbohydrate metabolism","Ascorbate and aldarate metabolism","1","K00012","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00500","Carbohydrate metabolism","Starch and sucrose metabolism","2","K16150","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00520","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism","3","K00012,K02377,K12373","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00630","Carbohydrate metabolism","Glyoxylate and dicarboxylate metabolism","2","K00865","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00190","Energy metabolism","Oxidative phosphorylation","1","K02133","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00710","Energy metabolism","Carbon fixation in photosynthetic organisms","1","K01783","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00920","Energy metabolism","Sulfur metabolism","3","K00390,K00640,K06881","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00561","Lipid metabolism","Glycerolipid metabolism","2","K00865","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00250","Amino acid metabolism","Alanine, aspartate and glutamate metabolism","1","K01744","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00260","Amino acid metabolism","Glycine, serine and threonine metabolism","3","K00639,K00865","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00270","Amino acid metabolism","Cysteine and methionine metabolism","6","K00558,K00640,K17398","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00440","Metabolism of other amino acids","Phosphonate and phosphinate metabolism","2","K06167","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00513","Glycan biosynthesis and metabolism","Various types of N-glycan biosynthesis","1","K12373","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00531","Glycan biosynthesis and metabolism","Glycosaminoglycan degradation","1","K12373","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00603","Glycan biosynthesis and metabolism","Glycosphingolipid biosynthesis - globo and isoglobo series","1","K12373","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00604","Glycan biosynthesis and metabolism","Glycosphingolipid biosynthesis - ganglio series","1","K12373","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00540","Glycan biosynthesis and metabolism","Lipopolysaccharide biosynthesis","1","K03273","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00511","Glycan biosynthesis and metabolism","Other glycan degradation","1","K12373","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00572","Glycan biosynthesis and metabolism","Arabinogalactan biosynthesis - Mycobacterium","2","K02851,K16870","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00740","Metabolism of cofactors and vitamins","Riboflavin metabolism","1","K19286","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00750","Metabolism of cofactors and vitamins","Vitamin B6 metabolism","1","K00868","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00760","Metabolism of cofactors and vitamins","Nicotinate and nicotinamide metabolism","2","K00969,K20170","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00770","Metabolism of cofactors and vitamins","Pantothenate and CoA biosynthesis","1","K00077","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00790","Metabolism of cofactors and vitamins","Folate biosynthesis","2","K00287","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00670","Metabolism of cofactors and vitamins","One carbon pool by folate","2","K00287","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00523","Metabolism of terpenoids and polyketides","Polyketide sugar unit biosynthesis","1","K23144","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00521","Biosynthesis of other secondary metabolites","Streptomycin biosynthesis","1","K23144","VIBRANT_AMG_pathways_ERR3857100.tsv"
"map00525","Biosynthesis of other secondary metabolites","Acarbose and validamycin biosynthesis","1","K23144","VIBRANT_AMG_pathways_ERR3857100.tsv"
"KEGG Entry","Metabolism","Pathway","Total AMGs","Present AMG KOs","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00010","Carbohydrate metabolism","Glycolysis / Gluconeogenesis","1","K00873","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00040","Carbohydrate metabolism","Pentose and glucuronate interconversions","2","K00012,K01728","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00051","Carbohydrate metabolism","Fructose and mannose metabolism","1","K01809","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00053","Carbohydrate metabolism","Ascorbate and aldarate metabolism","1","K00012","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00520","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism","2","K00012,K01809","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00620","Carbohydrate metabolism","Pyruvate metabolism","1","K00873","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00190","Energy metabolism","Oxidative phosphorylation","1","K02108","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00195","Energy metabolism","Photosynthesis","1","K02108","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00920","Energy metabolism","Sulfur metabolism","1","K00390","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00230","Nucleotide metabolism","Purine metabolism","2","K00873,K01952","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00250","Amino acid metabolism","Alanine, aspartate and glutamate metabolism","1","K01744","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00260","Amino acid metabolism","Glycine, serine and threonine metabolism","1","K00303","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00270","Amino acid metabolism","Cysteine and methionine metabolism","4","K00558,K17398","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00440","Metabolism of other amino acids","Phosphonate and phosphinate metabolism","1","K06167","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00510","Glycan biosynthesis and metabolism","N-Glycan biosynthesis","1","K00721","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00540","Glycan biosynthesis and metabolism","Lipopolysaccharide biosynthesis","1","K03760","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00571","Glycan biosynthesis and metabolism","Lipoarabinomannan (LAM) biosynthesis","1","K08256","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00740","Metabolism of cofactors and vitamins","Riboflavin metabolism","1","K00793","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00790","Metabolism of cofactors and vitamins","Folate biosynthesis","5","K01495,K01737,K06920,K10026","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00523","Metabolism of terpenoids and polyketides","Polyketide sugar unit biosynthesis","1","K23144","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00521","Biosynthesis of other secondary metabolites","Streptomycin biosynthesis","1","K23144","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00525","Biosynthesis of other secondary metabolites","Acarbose and validamycin biosynthesis","1","K23144","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map00998","Biosynthesis of other secondary metabolites","Biosynthesis of secondary metabolites - other antibiotics","1","K02078","VIBRANT_AMG_pathways_ERR3857101.tsv"
"map04122","Folding, sorting and degradation","Sulfur relay system","1","K00566","VIBRANT_AMG_pathways_ERR3857101.tsv"
"KEGG Entry","Metabolism","Pathway","Total AMGs","Present AMG KOs","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00010","Carbohydrate metabolism","Glycolysis / Gluconeogenesis","5","K01835,K02777,K13954,K15634","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00030","Carbohydrate metabolism","Pentose phosphate pathway","1","K01835","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00040","Carbohydrate metabolism","Pentose and glucuronate interconversions","2","K00012,K00065","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00051","Carbohydrate metabolism","Fructose and mannose metabolism","2","K05305,K16881","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00052","Carbohydrate metabolism","Galactose metabolism","4","K00849,K00965,K01835,K12111","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00053","Carbohydrate metabolism","Ascorbate and aldarate metabolism","1","K00012","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00500","Carbohydrate metabolism","Starch and sucrose metabolism","6","K01214,K01835,K02777,K05349,K16150","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00520","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism","14","K00012,K00820,K00849,K00965,K01787,K01791,K01835,K02564,K02777,K05305,K16881","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00620","Carbohydrate metabolism","Pyruvate metabolism","2","K01759,K03778","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00630","Carbohydrate metabolism","Glyoxylate and dicarboxylate metabolism","3","K00600,K00865,K01432","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00640","Carbohydrate metabolism","Propanoate metabolism","1","K00823","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00650","Carbohydrate metabolism","Butanoate metabolism","4","K00019,K00634,K00823,K01652","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00660","Carbohydrate metabolism","C5-Branched dibasic acid metabolism","1","K01652","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00190","Energy metabolism","Oxidative phosphorylation","3","K02108,K02122","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00195","Energy metabolism","Photosynthesis","2","K02108","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00720","Energy metabolism","Carbon fixation pathways in prokaryotes","1","K01938","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00680","Energy metabolism","Methane metabolism","6","K00058,K00600,K00831,K06914,K15634","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00910","Energy metabolism","Nitrogen metabolism","1","K00262","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00920","Energy metabolism","Sulfur metabolism","8","K00390","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00061","Lipid metabolism","Fatty acid biosynthesis","3","K00059","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00071","Lipid metabolism","Fatty acid degradation","1","K13954","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00072","Lipid metabolism","Synthesis and degradation of ketone bodies","1","K00019","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00100","Lipid metabolism","Steroid biosynthesis","1","K00559","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00561","Lipid metabolism","Glycerolipid metabolism","5","K00865,K01054,K03429,K07029,K19005","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00564","Lipid metabolism","Glycerophospholipid metabolism","1","K07029","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00230","Nucleotide metabolism","Purine metabolism","4","K01835,K01923,K01939","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00240","Nucleotide metabolism","Pyrimidine metabolism","2","K01464,K01955","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00250","Amino acid metabolism","Alanine, aspartate and glutamate metabolism","8","K00262,K00820,K00823,K01939,K01955","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00260","Amino acid metabolism","Glycine, serine and threonine metabolism","7","K00058,K00303,K00600,K00831,K00865,K15634","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00270","Amino acid metabolism","Cysteine and methionine metabolism","32","K00058,K00558,K00789,K00831,K17398","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00290","Amino acid metabolism","Valine, leucine and isoleucine biosynthesis","1","K01652","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00300","Amino acid metabolism","Lysine biosynthesis","1","K05831","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00220","Amino acid metabolism","Arginine biosynthesis","4","K00145,K00262,K00620,K05831","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00330","Amino acid metabolism","Arginine and proline metabolism","4","K00657,K10536,K10793","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00350","Amino acid metabolism","Tyrosine metabolism","2","K02510,K13954","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00380","Amino acid metabolism","Tryptophan metabolism","1","K01432","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00400","Amino acid metabolism","Phenylalanine, tyrosine and tryptophan biosynthesis","3","K00766,K01609,K03786","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00410","Metabolism of other amino acids","beta-Alanine metabolism","2","K00823,K01464","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00440","Metabolism of other amino acids","Phosphonate and phosphinate metabolism","4","K06167","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00460","Metabolism of other amino acids","Cyanoamino acid metabolism","3","K00600,K05349","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00471","Metabolism of other amino acids","D-Glutamine and D-glutamate metabolism","1","K01924","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00480","Metabolism of other amino acids","Glutathione metabolism","1","K01256","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00510","Glycan biosynthesis and metabolism","N-Glycan biosynthesis","1","K00721","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00540","Glycan biosynthesis and metabolism","Lipopolysaccharide biosynthesis","2","K03273,K03275","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00550","Glycan biosynthesis and metabolism","Peptidoglycan biosynthesis","1","K01924","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00511","Glycan biosynthesis and metabolism","Other glycan degradation","1","K12111","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00572","Glycan biosynthesis and metabolism","Arabinogalactan biosynthesis - Mycobacterium","1","K16870","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00730","Metabolism of cofactors and vitamins","Thiamine metabolism","2","K01662,K04487","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00740","Metabolism of cofactors and vitamins","Riboflavin metabolism","2","K21064","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00750","Metabolism of cofactors and vitamins","Vitamin B6 metabolism","1","K00831","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00760","Metabolism of cofactors and vitamins","Nicotinate and nicotinamide metabolism","3","K00763,K03426,K08281","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00770","Metabolism of cofactors and vitamins","Pantothenate and CoA biosynthesis","6","K00077,K00859,K01464,K01652,K03525,K13038","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00780","Metabolism of cofactors and vitamins","Biotin metabolism","4","K00059,K01012","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00790","Metabolism of cofactors and vitamins","Folate biosynthesis","1","K03639","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00670","Metabolism of cofactors and vitamins","One carbon pool by folate","2","K00600,K01938","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00860","Metabolism of cofactors and vitamins","Porphyrin and chlorophyll metabolism","3","K09882,K09883,K22227","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00130","Metabolism of cofactors and vitamins","Ubiquinone and other terpenoid-quinone biosynthesis","2","K03183","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00900","Metabolism of terpenoids and polyketides","Terpenoid backbone biosynthesis","2","K01662,K03526","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00523","Metabolism of terpenoids and polyketides","Polyketide sugar unit biosynthesis","1","K23144","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00940","Biosynthesis of other secondary metabolites","Phenylpropanoid biosynthesis","2","K05349","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00521","Biosynthesis of other secondary metabolites","Streptomycin biosynthesis","2","K01835,K23144","VIBRANT_AMG_pathways_ERR3857128.tsv"
"map00525","Biosynthesis of other secondary metabolites","Acarbose and validamycin biosynthesis","1","K23144","VIBRANT_AMG_pathways_ERR3857128.tsv"
