"V1"
">Cluster 0"
"45	5824aa, >2144_length_5825_co... at 100.00%"
"46	3377aa, >4953_length_3401_co... at 99.64%"
"47	1763aa, >10917_length_1972_c... at 100.00%"
">Cluster 1"
"0	1335aa, >11798_length_1336_c... at 99.70%"
"1	908aa, >15111_length_1075_c... at 100.00%"
"2	957aa, >15483_length_1051_c... at 99.79%"
"3	1369aa, >11465_length_1369_c... at 99.93%"
"4	9424aa, >819_length_9426_cov... at 100.00%"
"5	6219aa, >1729_length_6221_co... at 99.92%"
"6	3727aa, >3889_length_3731_co... at 100.00%"
"7	3367aa, >4572_length_3368_co... at 100.00%"
"8	2538aa, >6905_length_2538_co... at 99.72%"
"9	2323aa, >7821_length_2326_co... at 99.91%"
"10	2188aa, >8502_length_2190_co... at 99.95%"
"11	2114aa, >8922_length_2116_co... at 100.00%"
"12	1892aa, >10443_length_1896_c... at 100.00%"
"13	1380aa, >15141_length_1468_c... at 100.00%"
"14	1342aa, >17113_length_1343_c... at 99.93%"
"15	1260aa, >18676_length_1260_c... at 100.00%"
"16	1167aa, >18945_length_1247_c... at 99.74%"
"17	957aa, >25260_length_1014_c... at 100.00%"
"18	3777aa, >3821_length_3777_co... at 99.97%"
"19	1887aa, >10521_length_1887_c... at 100.00%"
"20	1470aa, >15108_length_1470_c... at 100.00%"
"21	1361aa, >16784_length_1361_c... at 100.00%"
"22	148046aa, >1_length_148046_cov... *"
"23	6933aa, >1562_length_6936_co... at 100.00%"
"24	5336aa, >2424_length_5410_co... at 99.98%"
"25	5179aa, >2607_length_5181_co... at 83.86%"
"26	4992aa, >2778_length_4992_co... at 100.00%"
"27	4674aa, >3072_length_4676_co... at 99.96%"
"28	3324aa, >5243_length_3326_co... at 100.00%"
"29	3186aa, >5612_length_3188_co... at 100.00%"
"30	3012aa, >6109_length_3025_co... at 99.77%"
"31	1970aa, >11178_length_1971_c... at 99.95%"
"32	1960aa, >11267_length_1960_c... at 100.00%"
"33	1936aa, >11458_length_1938_c... at 99.95%"
"34	847aa, >11603_length_1918_c... at 100.00%"
"35	1683aa, >12951_length_1770_c... at 100.00%"
"36	1637aa, >14321_length_1640_c... at 100.00%"
"37	1232aa, >20519_length_1234_c... at 99.92%"
"38	990aa, >24294_length_1073_c... at 99.70%"
"39	3278aa, >5379_length_3278_co... at 100.00%"
"40	2017aa, >10817_length_2017_c... at 100.00%"
"41	1602aa, >14799_length_1602_c... at 100.00%"
"42	20349aa, >220_length_20350_co... at 100.00%"
"43	16516aa, >364_length_16517_co... at 100.00%"
"44	16187aa, >380_length_16189_co... at 97.95%"
"45	11617aa, >676_length_11869_co... at 100.00%"
"46	10909aa, >747_length_11127_co... at 89.37%"
"47	7879aa, >1312_length_7883_co... at 100.00%"
"48	7073aa, >1549_length_7075_co... at 100.00%"
"49	3491aa, >4749_length_3495_co... at 100.00%"
"50	489aa, >5631_length_3121_co... at 100.00%"
">Cluster 2"
"0	100456aa, >1_length_100511_cov... *"
"1	100456aa, >2_length_100511_cov... at 71.04%"
"2	14921aa, >368_length_15419_co... at 99.99%"
"3	8928aa, >837_length_10168_co... at 100.00%"
"4	3903aa, >4115_length_3905_co... at 100.00%"
"5	3956aa, >1370_length_4240_co... at 100.00%"
"6	3491aa, >1876_length_3523_co... at 99.86%"
"7	3132aa, >2210_length_3134_co... at 100.00%"
"8	2072aa, >3701_length_2144_co... at 100.00%"
"9	2126aa, >3747_length_2129_co... at 92.14%"
"10	2118aa, >3763_length_2120_co... at 99.81%"
"11	1890aa, >4366_length_1890_co... at 100.00%"
"12	1042aa, >6061_length_1479_co... at 100.00%"
"13	665aa, >6375_length_1432_co... at 100.00%"
"14	368aa, >7144_length_1326_co... at 99.73%"
"15	1244aa, >7150_length_1325_co... at 100.00%"
"16	1271aa, >7567_length_1275_co... at 99.76%"
"17	1151aa, >8889_length_1152_co... at 100.00%"
"18	1017aa, >9861_length_1082_co... at 100.00%"
"19	1768aa, >4771_length_1768_co... at 100.00%"
">Cluster 3"
"0	100456aa, >2_length_100511_cov... *"
"1	8071aa, >1209_length_8074_co... at 100.00%"
"2	7057aa, >1444_length_7233_co... at 100.00%"
"3	5983aa, >2058_length_5985_co... at 99.93%"
"4	5820aa, >2061_length_5983_co... at 72.70%"
"5	2867aa, >6253_length_2969_co... at 100.00%"
"6	1441aa, >6899_length_2766_co... at 100.00%"
"7	2550aa, >7772_length_2553_co... at 100.00%"
"8	1236aa, >19465_length_1291_c... at 100.00%"
"9	1232aa, >19722_length_1278_c... at 100.00%"
"10	100441aa, >1_length_100443_cov... at 86.31%"
"11	1438aa, >2002_length_3372_co... at 100.00%"
"12	2130aa, >3731_length_2133_co... at 99.95%"
"13	1823aa, >3898_length_2061_co... at 100.00%"
"14	2036aa, >3954_length_2038_co... at 100.00%"
"15	1320aa, >7035_length_1340_co... at 100.00%"
"16	1178aa, >7123_length_1329_co... at 99.92%"
"17	1224aa, >7999_length_1228_co... at 99.92%"
"18	844aa, >9863_length_1082_co... at 100.00%"
">Cluster 4"
"0	42099aa, >15_length_42099_cov... at 99.68%"
"1	24619aa, >80_length_25030_cov... at 98.35%"
"2	20785aa, >132_length_20789_co... at 98.73%"
"3	5807aa, >1923_length_5808_co... at 99.64%"
"4	1877aa, >10582_length_1878_c... at 99.20%"
"5	42099aa, >13_length_42099_cov... at 99.72%"
"6	26441aa, >56_length_26852_cov... at 95.03%"
"7	24618aa, >62_length_24620_cov... at 98.96%"
"8	56701aa, >20_length_56756_cov... at 83.71%"
"9	38360aa, >71_length_38365_cov... at 75.94%"
"10	96068aa, >1_length_96070_cov_... at 82.33%"
"11	95609aa, >1_length_95663_cov_... at 80.01%"
"12	15910aa, >299_length_15917_co... at 99.86%"
"13	10022aa, >713_length_10024_co... at 99.34%"
"14	5990aa, >4074_length_6076_co... at 99.57%"
"15	3084aa, >10398_length_3086_c... at 87.91%"
"16	3016aa, >10668_length_3016_c... at 99.90%"
"17	2108aa, >16504_length_2111_c... at 99.86%"
"18	1916aa, >18588_length_1916_c... at 98.70%"
"19	1780aa, >19206_length_1867_c... at 99.72%"
"20	1610aa, >23084_length_1614_c... at 99.94%"
"21	1278aa, >30922_length_1278_c... at 99.77%"
"22	1074aa, >38333_length_1078_c... at 99.81%"
"23	1321aa, >26820_length_1322_c... at 99.47%"
"24	1137aa, >32363_length_1137_c... at 100.00%"
"25	81270aa, >10_length_81299_cov... at 90.55%"
"26	13453aa, >486_length_13456_co... at 70.25%"
"27	11803aa, >254_length_11904_co... at 99.84%"
"28	6298aa, >820_length_6301_cov... at 99.81%"
"29	5355aa, >969_length_5735_cov... at 99.70%"
"30	4288aa, >1585_length_4289_co... at 99.56%"
"31	3559aa, >2102_length_3628_co... at 99.72%"
"32	2783aa, >3243_length_2783_co... at 100.00%"
"33	2763aa, >3278_length_2764_co... at 99.93%"
"34	1238aa, >10143_length_1241_c... at 99.60%"
"35	5511aa, >1134_length_5511_co... at 99.80%"
"36	5416aa, >1163_length_5429_co... at 99.41%"
"37	4309aa, >1620_length_4376_co... at 99.95%"
"38	3812aa, >2003_length_3814_co... at 99.87%"
"39	3557aa, >2201_length_3559_co... at 99.24%"
"40	2853aa, >3035_length_2854_co... at 99.58%"
"41	1619aa, >6580_length_1681_co... at 99.57%"
"42	910aa, >10618_length_1263_c... at 98.68%"
"43	96340aa, >1_length_96395_cov_... *"
"44	1012aa, >17257_length_1426_c... at 99.60%"
"45	1069aa, >22977_length_1167_c... at 99.81%"
"46	3162aa, >4266_length_3206_co... at 99.94%"
"47	3195aa, >4286_length_3197_co... at 78.00%"
"48	29347aa, >63_length_29350_cov... at 99.51%"
"49	13367aa, >288_length_13367_co... at 94.10%"
"50	12313aa, >305_length_12957_co... at 99.52%"
"51	707aa, >21678_length_1056_c... at 100.00%"
"52	1214aa, >17744_length_1214_c... at 100.00%"
"53	6900aa, >2007_length_6902_co... at 99.51%"
"54	4805aa, >3565_length_4828_co... at 99.67%"
"55	37172aa, >87_length_37174_cov... at 99.53%"
"56	19359aa, >425_length_19783_co... at 99.71%"
"57	11072aa, >1265_length_11074_c... at 99.61%"
"58	9176aa, >826_length_9176_cov... at 99.25%"
"59	7958aa, >996_length_8240_cov... at 99.62%"
"60	4164aa, >2739_length_4165_co... at 99.98%"
"61	3464aa, >3579_length_3466_co... at 98.87%"
"62	3404aa, >3653_length_3407_co... at 99.94%"
"63	3083aa, >4120_length_3085_co... at 92.83%"
"64	2457aa, >5434_length_2460_co... at 99.55%"
"65	2155aa, >6266_length_2158_co... at 99.86%"
"66	1166aa, >13229_length_1168_c... at 98.97%"
"67	3515aa, >4587_length_3515_co... at 98.86%"
"68	3072aa, >5633_length_3115_co... at 98.70%"
"69	1820aa, >13107_length_1823_c... at 99.56%"
"70	1221aa, >16426_length_1572_c... at 99.75%"
"71	1477aa, >18081_length_1477_c... at 99.93%"
"72	1473aa, >18154_length_1473_c... at 99.19%"
"73	1330aa, >20070_length_1374_c... at 96.17%"
"74	1128aa, >25958_length_1150_c... at 99.82%"
"75	1069aa, >28727_length_1072_c... at 98.50%"
"76	1046aa, >29708_length_1047_c... at 99.43%"
"77	1366aa, >20228_length_1366_c... at 99.05%"
"78	48563aa, >36_length_48566_cov... at 99.62%"
"79	1594aa, >23183_length_1598_c... at 99.75%"
">Cluster 5"
"0	94466aa, >3_length_94467_cov_... at 87.52%"
"1	96340aa, >1_length_96395_cov_... *"
"2	16593aa, >363_length_16596_co... at 84.52%"
"3	21855aa, >342_length_21858_co... at 87.69%"
"4	26978aa, >202_length_27033_co... at 90.97%"
">Cluster 6"
"0	73194aa, >6_length_73195_cov_... at 72.12%"
"1	23097aa, >162_length_23098_co... at 99.57%"
"2	16497aa, >39_length_16908_cov... at 87.69%"
"3	10095aa, >195_length_10097_co... at 84.77%"
"4	38360aa, >31_length_38365_cov... at 74.81%"
"5	71102aa, >5_length_71105_cov_... at 74.08%"
"6	18865aa, >451_length_18867_co... at 99.55%"
"7	4085aa, >6627_length_4086_co... at 99.44%"
"8	20207aa, >180_length_20331_co... at 97.87%"
"9	17923aa, >253_length_18003_co... at 81.30%"
"10	4570aa, >2820_length_4624_co... at 99.58%"
"11	1877aa, >9606_length_1878_co... at 99.84%"
"12	6863aa, >3370_length_6902_co... at 99.83%"
"13	5342aa, >4928_length_5342_co... at 93.39%"
"14	4433aa, >6018_length_4634_co... at 99.46%"
"15	1909aa, >15752_length_2191_c... at 100.00%"
"16	1676aa, >21927_length_1679_c... at 99.46%"
"17	1672aa, >22037_length_1672_c... at 98.74%"
"18	983aa, >41615_length_1009_c... at 99.49%"
"19	1591aa, >23526_length_1591_c... at 98.43%"
"20	2461aa, >11759_length_2517_c... at 99.07%"
"21	1981aa, >15246_length_2059_c... at 99.29%"
"22	1475aa, >23379_length_1477_c... at 100.00%"
"23	39269aa, >50_length_39318_cov... at 84.13%"
"24	28205aa, >122_length_28207_co... at 90.56%"
"25	24750aa, >162_length_24752_co... at 84.50%"
"26	2343aa, >5284_length_2354_co... at 97.87%"
"27	9327aa, >415_length_9329_cov... at 82.33%"
"28	2789aa, >3226_length_2791_co... at 99.35%"
"29	2689aa, >3416_length_2692_co... at 99.78%"
"30	2635aa, >3523_length_2638_co... at 99.92%"
"31	2592aa, >3612_length_2595_co... at 99.23%"
"32	2470aa, >3891_length_2474_co... at 99.64%"
"33	7618aa, >699_length_7622_cov... at 99.78%"
"34	5422aa, >1168_length_5424_co... at 99.02%"
"35	4621aa, >1490_length_4622_co... at 99.46%"
"36	3687aa, >1933_length_3904_co... at 93.76%"
"37	2792aa, >2521_length_3233_co... at 99.93%"
"38	2144aa, >4573_length_2146_co... at 97.20%"
"39	1757aa, >5791_length_1837_co... at 98.35%"
"40	44416aa, >12_length_44466_cov... at 74.35%"
"41	1996aa, >10691_length_1997_c... at 99.80%"
"42	1970aa, >10898_length_1974_c... at 99.95%"
"43	1457aa, >15306_length_1553_c... at 99.25%"
"44	1141aa, >20680_length_1256_c... at 94.13%"
"45	1209aa, >21767_length_1211_c... at 88.34%"
"46	1208aa, >21814_length_1209_c... at 98.92%"
"47	1092aa, >25065_length_1096_c... at 99.91%"
"48	679aa, >27579_length_1026_c... at 98.23%"
"49	1748aa, >12941_length_1748_c... at 98.00%"
"50	18805aa, >224_length_18813_co... at 99.79%"
"51	10724aa, >664_length_10726_co... at 99.33%"
"52	8844aa, >921_length_8848_cov... at 81.23%"
"53	8501aa, >983_length_8504_cov... at 99.72%"
"54	6086aa, >1691_length_6088_co... at 99.92%"
"55	4857aa, >2375_length_4859_co... at 99.05%"
"56	1162aa, >43338_length_1208_c... at 99.40%"
"57	20300aa, >43_length_20300_cov... at 99.85%"
"58	1354aa, >15282_length_1356_c... at 99.63%"
"59	20161aa, >219_length_20347_co... at 93.21%"
"60	19071aa, >262_length_19109_co... at 99.76%"
"61	1962aa, >12608_length_1966_c... at 99.54%"
"62	48860aa, >4_length_48924_cov_... at 87.35%"
"63	41162aa, >12_length_41588_cov... at 84.85%"
"64	5640aa, >951_length_5641_cov... at 99.31%"
"65	7223aa, >1228_length_7225_co... at 99.64%"
"66	6353aa, >1473_length_6355_co... at 98.55%"
"67	6171aa, >1547_length_6171_co... at 99.98%"
"68	5457aa, >1818_length_5523_co... at 99.34%"
"69	2713aa, >4825_length_2713_co... at 99.15%"
"70	2137aa, >6345_length_2138_co... at 99.49%"
"71	1079aa, >14625_length_1081_c... at 99.44%"
"72	2263aa, >7861_length_2524_co... at 99.69%"
"73	1216aa, >23146_length_1247_c... at 99.75%"
"74	977aa, >27958_length_1094_c... at 99.80%"
"75	1527aa, >17204_length_1527_c... at 100.00%"
"76	96204aa, >2_length_96208_cov_... *"
"77	19861aa, >472_length_20314_co... at 81.43%"
"78	11671aa, >1439_length_11723_c... at 99.48%"
"79	6498aa, >3965_length_6499_co... at 98.97%"
"80	17527aa, >560_length_17598_co... at 84.17%"
"81	48556aa, >26_length_48557_cov... at 82.31%"
"82	46570aa, >30_length_47200_cov... at 99.61%"
">Cluster 7"
"0	95589aa, >2_length_95643_cov_... at 81.02%"
"1	69009aa, >1_length_69011_cov_... at 84.04%"
"2	96174aa, >4_length_96229_cov_... *"
"3	47793aa, >7_length_47797_cov_... at 81.28%"
"4	14611aa, >365_length_14816_co... at 99.75%"
"5	26980aa, >75_length_26983_cov... at 84.61%"
"6	20511aa, >211_length_20512_co... at 99.65%"
"7	95925aa, >2_length_95927_cov_... at 88.44%"
">Cluster 8"
"0	94469aa, >1_length_94524_cov_... at 73.06%"
"1	56701aa, >7_length_56756_cov_... at 99.57%"
"2	95555aa, >3_length_95882_cov_... at 73.01%"
"3	68748aa, >3_length_68750_cov_... at 78.68%"
"4	96045aa, >3_length_96100_cov_... *"
"5	56701aa, >21_length_56756_cov... at 99.56%"
">Cluster 9"
"0	95626aa, >1_length_95632_cov_... *"
"1	51255aa, >8_length_51256_cov_... at 74.23%"
"2	73581aa, >1_length_73920_cov_... at 82.44%"
">Cluster 10"
"0	68897aa, >6_length_69124_cov_... at 85.39%"
"1	8214aa, >1712_length_8284_co... at 99.76%"
"2	1010aa, >19793_length_1810_c... at 97.23%"
"3	1217aa, >23046_length_1616_c... at 99.26%"
"4	1712aa, >13208_length_1895_c... at 100.00%"
"5	11425aa, >641_length_11436_co... at 99.89%"
"6	10264aa, >756_length_10439_co... at 99.85%"
"7	3221aa, >4404_length_3221_co... at 100.00%"
"8	95390aa, >1_length_95980_cov_... *"
"9	3746aa, >4097_length_3748_co... at 97.68%"
"10	3277aa, >5177_length_3279_co... at 99.91%"
"11	2847aa, >6574_length_2849_co... at 89.15%"
"12	2350aa, >9143_length_2351_co... at 99.87%"
"13	1217aa, >10414_length_2164_c... at 100.00%"
"14	2083aa, >11116_length_2083_c... at 99.86%"
"15	1795aa, >12890_length_1894_c... at 89.19%"
"16	1596aa, >16867_length_1598_c... at 81.14%"
"17	1961aa, >12237_length_1961_c... at 99.85%"
"18	27353aa, >32_length_27357_cov... at 77.37%"
"19	9532aa, >309_length_9536_cov... at 98.34%"
"20	7311aa, >490_length_7593_cov... at 74.64%"
"21	1320aa, >3743_length_2456_co... at 89.47%"
"22	4069aa, >1466_length_4069_co... at 99.73%"
"23	2853aa, >2807_length_2853_co... at 99.58%"
"24	8127aa, >2616_length_8131_co... at 80.29%"
"25	6800aa, >3461_length_6803_co... at 99.37%"
"26	4762aa, >5685_length_4845_co... at 99.43%"
"27	4504aa, >6240_length_4508_co... at 91.47%"
"28	3386aa, >9167_length_3388_co... at 99.41%"
"29	722aa, >16649_length_2095_c... at 95.84%"
"30	2022aa, >17383_length_2023_c... at 79.23%"
"31	1248aa, >21960_length_1676_c... at 82.21%"
"32	3961aa, >7431_length_3961_co... at 99.85%"
"33	9923aa, >1768_length_9957_co... at 99.79%"
"34	2352aa, >12184_length_2448_c... at 98.89%"
"35	21373aa, >193_length_21377_co... at 99.72%"
"36	19967aa, >216_length_20062_co... at 99.80%"
"37	14995aa, >378_length_14998_co... at 99.73%"
"38	13920aa, >428_length_14112_co... at 98.96%"
"39	6692aa, >1621_length_6693_co... at 99.34%"
"40	4741aa, >2448_length_5215_co... at 98.90%"
"41	2650aa, >6466_length_2670_co... at 99.92%"
"42	1185aa, >11738_length_1741_c... at 99.58%"
"43	1118aa, >24148_length_1164_c... at 99.55%"
"44	1327aa, >19651_length_1327_c... at 99.62%"
"45	1570aa, >11032_length_1598_c... at 99.81%"
"46	1431aa, >12057_length_1523_c... at 99.02%"
"47	1120aa, >21382_length_1120_c... at 99.82%"
"48	28270aa, >31_length_28272_cov... at 88.23%"
"49	22726aa, >55_length_22748_cov... at 99.67%"
"50	20332aa, >75_length_20347_cov... at 86.47%"
"51	10706aa, >354_length_10925_co... at 99.75%"
"52	2142aa, >3608_length_2526_co... at 98.88%"
"53	1218aa, >6700_length_1660_co... at 99.43%"
"54	2337aa, >4602_length_3876_co... at 98.72%"
"55	740aa, >10878_length_2128_c... at 94.32%"
"56	47825aa, >11_length_49016_cov... at 99.95%"
"57	13644aa, >271_length_13660_co... at 99.04%"
"58	1310aa, >15016_length_2502_c... at 92.67%"
"59	46122aa, >9_length_46126_cov_... at 99.84%"
"60	15153aa, >329_length_15215_co... at 99.85%"
"61	9101aa, >836_length_9103_cov... at 99.92%"
"62	4715aa, >2268_length_4762_co... at 99.98%"
"63	3526aa, >3367_length_3528_co... at 99.86%"
"64	2611aa, >4845_length_2633_co... at 100.00%"
"65	1524aa, >10405_length_1527_c... at 99.28%"
"66	1439aa, >11243_length_1443_c... at 99.58%"
"67	1354aa, >11693_length_1398_c... at 99.34%"
"68	1275aa, >13297_length_1275_c... at 99.69%"
"69	1075aa, >15862_length_1109_c... at 99.81%"
"70	2320aa, >5473_length_2320_co... at 99.44%"
"71	2306aa, >5528_length_2306_co... at 99.65%"
"72	44455aa, >9_length_44459_cov_... at 74.10%"
"73	31569aa, >22_length_31657_cov... at 74.40%"
"74	6311aa, >794_length_6312_cov... at 99.67%"
"75	2618aa, >4641_length_2619_co... at 99.62%"
"76	28250aa, >83_length_28283_cov... at 99.89%"
"77	28103aa, >85_length_28193_cov... at 99.80%"
"78	19410aa, >223_length_19600_co... at 99.82%"
"79	14986aa, >444_length_14987_co... at 99.85%"
"80	1201aa, >9386_length_1203_co... at 99.50%"
"81	1985aa, >4398_length_1985_co... at 99.40%"
"82	8273aa, >2035_length_8274_co... at 99.40%"
"83	7604aa, >2285_length_7607_co... at 72.74%"
"84	5064aa, >3924_length_5083_co... at 96.03%"
"85	3930aa, >5398_length_3931_co... at 99.64%"
"86	3708aa, >5709_length_3755_co... at 96.74%"
"87	1130aa, >20992_length_1191_c... at 99.65%"
"88	3959aa, >5360_length_3959_co... at 98.76%"
"89	5014aa, >2115_length_5017_co... at 99.70%"
"90	1831aa, >7623_length_1835_co... at 99.95%"
"91	1712aa, >8279_length_1713_co... at 99.71%"
"92	1559aa, >8620_length_1656_co... at 82.36%"
"93	1068aa, >14637_length_1080_c... at 99.72%"
"94	991aa, >15087_length_1055_c... at 99.29%"
"95	1046aa, >15226_length_1046_c... at 99.71%"
"96	724aa, >15315_length_1042_c... at 84.67%"
"97	880aa, >16022_length_1009_c... at 91.36%"
"98	1434aa, >10252_length_1434_c... at 99.72%"
"99	12122aa, >578_length_12122_co... at 87.80%"
"100	11619aa, >607_length_11699_co... at 98.86%"
"101	5375aa, >1459_length_6822_co... at 99.29%"
"102	731aa, >10682_length_2077_c... at 94.39%"
"103	43725aa, >21_length_44446_cov... at 74.32%"
"104	32030aa, >55_length_32282_cov... at 82.32%"
"105	19447aa, >175_length_19660_co... at 84.65%"
"106	27732aa, >184_length_29038_co... at 99.46%"
"107	21861aa, >344_length_21864_co... at 99.84%"
"108	17560aa, >563_length_17561_co... at 99.83%"
"109	14619aa, >789_length_14713_co... at 99.86%"
"110	7553aa, >2499_length_7600_co... at 99.93%"
"111	6692aa, >3077_length_6693_co... at 99.78%"
"112	4741aa, >4495_length_5158_co... at 99.62%"
"113	2379aa, >12990_length_2430_c... at 99.37%"
">Cluster 11"
"0	94469aa, >3_length_94524_cov_... *"
"1	94469aa, >1_length_94524_cov_... at 86.93%"
"2	94266aa, >1_length_94321_cov_... at 81.45%"
">Cluster 12"
"0	2527aa, >2969_length_4449_co... at 83.38%"
"1	82652aa, >1_length_82780_cov_... at 99.83%"
"2	613aa, >28849_length_1014_c... at 99.35%"
"3	94345aa, >4_length_95655_cov_... *"
">Cluster 13"
"0	1887aa, >10434_length_1927_c... at 80.66%"
"1	1398aa, >16117_length_1402_c... at 81.40%"
"2	2429aa, >6819_length_2431_co... at 99.96%"
"3	721aa, >3874_length_3656_co... at 100.00%"
"4	837aa, >11747_length_1622_c... at 99.52%"
"5	1149aa, >15514_length_1149_c... at 87.12%"
"6	1571aa, >12941_length_1718_c... at 71.93%"
"7	652aa, >17850_length_1237_c... at 71.63%"
"8	2174aa, >4496_length_2176_co... at 100.00%"
"9	1005aa, >14332_length_1072_c... at 100.00%"
"10	1788aa, >12516_length_1791_c... at 100.00%"
"11	2035aa, >7586_length_2108_co... at 100.00%"
"12	1637aa, >11085_length_1638_c... at 100.00%"
"13	18342aa, >456_length_18421_co... at 98.43%"
"14	16732aa, >571_length_16734_co... at 86.30%"
"15	7261aa, >2541_length_7658_co... at 84.08%"
"16	976aa, >43511_length_1204_c... at 80.12%"
"17	1058aa, >52108_length_1058_c... at 78.64%"
"18	3272aa, >6234_length_3276_co... at 100.00%"
"19	1551aa, >17689_length_1553_c... at 100.00%"
"20	1638aa, >11963_length_1931_c... at 73.08%"
"21	47805aa, >32_length_48275_cov... at 99.93%"
"22	2565aa, >10471_length_3263_c... at 71.35%"
"23	3252aa, >4806_length_3254_co... at 99.97%"
"24	1672aa, >12262_length_1674_c... at 99.58%"
"25	2596aa, >6546_length_2596_co... at 99.96%"
"26	91710aa, >4_length_92598_cov_... *"
"27	1410aa, >21409_length_1746_c... at 77.59%"
">Cluster 14"
"0	9749aa, >1092_length_10438_c... at 84.69%"
"1	45615aa, >14_length_45619_cov... at 99.78%"
"2	15275aa, >362_length_15302_co... at 99.88%"
"3	9026aa, >1106_length_9028_co... at 99.96%"
"4	4706aa, >3448_length_4867_co... at 99.94%"
"5	3658aa, >5340_length_3662_co... at 99.86%"
"6	1889aa, >6825_length_3083_co... at 99.89%"
"7	2650aa, >8353_length_2670_co... at 99.92%"
"8	22562aa, >137_length_22563_co... at 99.88%"
"9	16592aa, >294_length_16595_co... at 99.83%"
"10	15070aa, >364_length_15071_co... at 99.99%"
"11	9448aa, >899_length_9561_cov... at 99.98%"
"12	5481aa, >2100_length_5484_co... at 99.84%"
"13	4333aa, >3095_length_4401_co... at 91.37%"
"14	3579aa, >4427_length_3581_co... at 92.65%"
"15	2297aa, >9462_length_2301_co... at 99.78%"
"16	2270aa, >9553_length_2288_co... at 98.85%"
"17	2074aa, >9832_length_2241_co... at 99.90%"
"18	1909aa, >12702_length_1911_c... at 99.84%"
"19	1794aa, >14079_length_1794_c... at 75.25%"
"20	1715aa, >14513_length_1760_c... at 99.83%"
"21	1307aa, >16153_length_1644_c... at 99.85%"
"22	4114aa, >3486_length_4114_co... at 99.76%"
"23	3070aa, >5763_length_3070_co... at 99.71%"
"24	3053aa, >5807_length_3053_co... at 99.93%"
"25	27986aa, >30_length_27986_cov... at 99.16%"
"26	10833aa, >244_length_10833_co... at 99.44%"
"27	89911aa, >2_length_90454_cov_... *"
"28	10368aa, >1725_length_10370_c... at 98.91%"
"29	7721aa, >2776_length_7823_co... at 99.64%"
"30	6167aa, >3897_length_6279_co... at 99.79%"
"31	3879aa, >7348_length_3997_co... at 98.87%"
"32	2689aa, >11667_length_2802_c... at 99.40%"
"33	766aa, >35625_length_1140_c... at 78.07%"
"34	4984aa, >5464_length_4984_co... at 99.76%"
"35	2604aa, >12773_length_2604_c... at 99.42%"
"36	57038aa, >25_length_57407_cov... at 71.05%"
"37	15107aa, >852_length_15108_co... at 79.92%"
"38	1104aa, >20946_length_1155_c... at 98.28%"
"39	2283aa, >4702_length_2286_co... at 99.69%"
"40	1905aa, >5859_length_1989_co... at 99.69%"
"41	1042aa, >15380_length_1054_c... at 99.52%"
"42	1020aa, >16210_length_1020_c... at 98.82%"
"43	1150aa, >20292_length_1153_c... at 99.48%"
"44	988aa, >24027_length_1048_c... at 99.60%"
