"AMG.count","AMG.KO","AMG.KO.name","VIBRANT_AMG_counts_ERR3015715.tsv"
"1","K00018","hprA; glycerate dehydrogenase [EC:1.1.1.29]","VIBRANT_AMG_counts_ERR3015733.tsv"
"1","K00928","lysC; aspartate kinase [EC:2.7.2.4]","VIBRANT_AMG_counts_ERR3015733.tsv"
"1","K01733","thrC; threonine synthase [EC:4.2.3.1]","VIBRANT_AMG_counts_ERR3015733.tsv"
"8","K00558","DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]","VIBRANT_AMG_counts_ERR3015733.tsv"
"1","K00058","serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]","VIBRANT_AMG_counts_ERR3015733.tsv"
"1","K01182","IMA, malL; oligo-1,6-glucosidase [EC:3.2.1.10]","VIBRANT_AMG_counts_ERR3015733.tsv"
"1","K00957","cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]","VIBRANT_AMG_counts_ERR3015733.tsv"
"1","K21029","moeB; molybdopterin-synthase adenylyltransferase [EC:2.7.7.80]","VIBRANT_AMG_counts_ERR3015733.tsv"
"AMG count","AMG KO","AMG KO name","VIBRANT_AMG_counts_ERR3857100.tsv"
"1","K02851","wecA, tagO, rfe; UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]","VIBRANT_AMG_counts_ERR3857100.tsv"
"2","K06167","phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]","VIBRANT_AMG_counts_ERR3857100.tsv"
"1","K03273","gmhB; D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]","VIBRANT_AMG_counts_ERR3857100.tsv"
"1","K00969","nadD; nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]","VIBRANT_AMG_counts_ERR3857100.tsv"
"1","K02133","ATPeF1B, ATP5B, ATP2; F-type H+-transporting ATPase subunit beta [EC:7.1.2.2]","VIBRANT_AMG_counts_ERR3857100.tsv"
"2","K00287","DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]","VIBRANT_AMG_counts_ERR3857100.tsv"
"1","K02377","TSTA3, fcl; GDP-L-fucose synthase [EC:1.1.1.271]","VIBRANT_AMG_counts_ERR3857100.tsv"
"1","K00390","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","VIBRANT_AMG_counts_ERR3857100.tsv"
"3","K00558","DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]","VIBRANT_AMG_counts_ERR3857100.tsv"
"2","K17398","DNMT3A; DNA (cytosine-5)-methyltransferase 3A [EC:2.1.1.37]","VIBRANT_AMG_counts_ERR3857100.tsv"
"1","K23144","K23144; UDP-N-acetylglucosamine diphosphorylase / glucose-1-phosphate thymidylyltransferase / UDP-N-acetylgalactosamine diphosphorylase / glucosamine-1-phosphate N-acetyltransferase / galactosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.7.7.24 2.7.7.83 2.3.1.157 2.3.1.276]","VIBRANT_AMG_counts_ERR3857100.tsv"
"1","K00868","pdxK, pdxY; pyridoxine kinase [EC:2.7.1.35]","VIBRANT_AMG_counts_ERR3857100.tsv"
"1","K00012","UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]","VIBRANT_AMG_counts_ERR3857100.tsv"
"2","K16150","K16150; glycogen synthase [EC:2.4.1.11]","VIBRANT_AMG_counts_ERR3857100.tsv"
"1","K19286","nfrA2; FMN reductase [NAD(P)H] [EC:1.5.1.39]","VIBRANT_AMG_counts_ERR3857100.tsv"
"1","K01783","rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]","VIBRANT_AMG_counts_ERR3857100.tsv"
"1","K00639","kbl, GCAT; glycine C-acetyltransferase [EC:2.3.1.29]","VIBRANT_AMG_counts_ERR3857100.tsv"
"1","K01744","aspA; aspartate ammonia-lyase [EC:4.3.1.1]","VIBRANT_AMG_counts_ERR3857100.tsv"
"1","K12373","HEXA_B; hexosaminidase [EC:3.2.1.52]","VIBRANT_AMG_counts_ERR3857100.tsv"
"1","K20170","nicA1; nicotine oxidoreductase [EC:1.5.3.-]","VIBRANT_AMG_counts_ERR3857100.tsv"
"1","K00077","panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]","VIBRANT_AMG_counts_ERR3857100.tsv"
"2","K00865","glxK, garK; glycerate 2-kinase [EC:2.7.1.165]","VIBRANT_AMG_counts_ERR3857100.tsv"
"1","K06881","nrnA; bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]","VIBRANT_AMG_counts_ERR3857100.tsv"
"1","K16870","wbbL; N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]","VIBRANT_AMG_counts_ERR3857100.tsv"
"1","K00640","cysE; serine O-acetyltransferase [EC:2.3.1.30]","VIBRANT_AMG_counts_ERR3857100.tsv"
"AMG count","AMG KO","AMG KO name","VIBRANT_AMG_counts_ERR3857101.tsv"
"1","K00793","ribE, RIB5; riboflavin synthase [EC:2.5.1.9]","VIBRANT_AMG_counts_ERR3857101.tsv"
"2","K06920","queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]","VIBRANT_AMG_counts_ERR3857101.tsv"
"1","K17398","DNMT3A; DNA (cytosine-5)-methyltransferase 3A [EC:2.1.1.37]","VIBRANT_AMG_counts_ERR3857101.tsv"
"1","K01737","queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]","VIBRANT_AMG_counts_ERR3857101.tsv"
"1","K06167","phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]","VIBRANT_AMG_counts_ERR3857101.tsv"
"1","K08256","pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345]","VIBRANT_AMG_counts_ERR3857101.tsv"
"1","K01495","GCH1, folE; GTP cyclohydrolase IA [EC:3.5.4.16]","VIBRANT_AMG_counts_ERR3857101.tsv"
"1","K01809","manA, MPI; mannose-6-phosphate isomerase [EC:5.3.1.8]","VIBRANT_AMG_counts_ERR3857101.tsv"
"1","K00566","mnmA, trmU; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]","VIBRANT_AMG_counts_ERR3857101.tsv"
"1","K10026","queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]","VIBRANT_AMG_counts_ERR3857101.tsv"
"1","K02078","acpP; acyl carrier protein","VIBRANT_AMG_counts_ERR3857101.tsv"
"1","K23144","K23144; UDP-N-acetylglucosamine diphosphorylase / glucose-1-phosphate thymidylyltransferase / UDP-N-acetylgalactosamine diphosphorylase / glucosamine-1-phosphate N-acetyltransferase / galactosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.7.7.24 2.7.7.83 2.3.1.157 2.3.1.276]","VIBRANT_AMG_counts_ERR3857101.tsv"
"3","K00558","DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]","VIBRANT_AMG_counts_ERR3857101.tsv"
"1","K00721","DPM1; dolichol-phosphate mannosyltransferase [EC:2.4.1.83]","VIBRANT_AMG_counts_ERR3857101.tsv"
"1","K00873","PK, pyk; pyruvate kinase [EC:2.7.1.40]","VIBRANT_AMG_counts_ERR3857101.tsv"
"1","K01728","pel; pectate lyase [EC:4.2.2.2]","VIBRANT_AMG_counts_ERR3857101.tsv"
"1","K02108","ATPF0A, atpB; F-type H+-transporting ATPase subunit a","VIBRANT_AMG_counts_ERR3857101.tsv"
"1","K01952","PFAS, purL; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]","VIBRANT_AMG_counts_ERR3857101.tsv"
"1","K00012","UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]","VIBRANT_AMG_counts_ERR3857101.tsv"
"1","K00303","soxB; sarcosine oxidase, subunit beta [EC:1.5.3.1]","VIBRANT_AMG_counts_ERR3857101.tsv"
"1","K03760","eptA, pmrC; lipid A ethanolaminephosphotransferase [EC:2.7.8.43]","VIBRANT_AMG_counts_ERR3857101.tsv"
"1","K00390","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","VIBRANT_AMG_counts_ERR3857101.tsv"
"1","K01744","aspA; aspartate ammonia-lyase [EC:4.3.1.1]","VIBRANT_AMG_counts_ERR3857101.tsv"
"AMG count","AMG KO","AMG KO name","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K01609","trpC; indole-3-glycerol phosphate synthase [EC:4.1.1.48]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K02078","acpP; acyl carrier protein","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K01791","wecB; UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K03778","ldhA; D-lactate dehydrogenase [EC:1.1.1.28]","VIBRANT_AMG_counts_ERR3857128.tsv"
"2","K05349","bglX; beta-glucosidase [EC:3.2.1.21]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K00823","puuE; 4-aminobutyrate aminotransferase [EC:2.6.1.19]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K00019","E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K04487","iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K01054","MGLL; acylglycerol lipase [EC:3.1.1.23]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K02777","PTS-Glc-EIIA, crr; PTS system, sugar-specific IIA component [EC:2.7.1.-]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K02510","hpaI, hpcH; 4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K00262","E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K03639","moaA, CNX2; GTP 3',8-cyclase [EC:4.1.99.22]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K16881","K16881; mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K06914","mfnD; tyramine---L-glutamate ligase [EC:6.3.4.24]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K00058","serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K00077","panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K00600","glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K19005","ltaS; lipoteichoic acid synthase [EC:2.7.8.20]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K21949","sbnA; N-(2-amino-2-carboxyethyl)-L-glutamate synthase [EC:2.5.1.140]","VIBRANT_AMG_counts_ERR3857128.tsv"
"24","K00558","DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K03526","gcpE, ispG; (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K01662","dxs; 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K10793","prdA; D-proline reductase (dithiol) PrdA [EC:1.21.4.1]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K13954","yiaY; alcohol dehydrogenase [EC:1.1.1.1]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K03525","coaX; type III pantothenate kinase [EC:2.7.1.33]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K00634","ptb; phosphate butyryltransferase [EC:2.3.1.19]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K02564","nagB, GNPDA; glucosamine-6-phosphate deaminase [EC:3.5.99.6]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K01432","AFMID; arylformamidase [EC:3.5.1.9]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K00849","galK; galactokinase [EC:2.7.1.6]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K03275","waaO, rfaI; UDP-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K01464","DPYS, dht, hydA; dihydropyrimidinase [EC:3.5.2.2]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K00763","pncB, NAPRT1; nicotinate phosphoribosyltransferase [EC:6.3.4.21]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K09883","cobT; cobaltochelatase CobT [EC:6.6.1.2]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K03426","E3.6.1.22, NUDT12, nudC; NAD+ diphosphatase [EC:3.6.1.22]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K00831","serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K17398","DNMT3A; DNA (cytosine-5)-methyltransferase 3A [EC:2.1.1.37]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K00065","kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]","VIBRANT_AMG_counts_ERR3857128.tsv"
"2","K00657","speG, SAT; diamine N-acetyltransferase [EC:2.3.1.57]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K16870","wbbL; N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K09882","cobS; cobaltochelatase CobS [EC:6.6.1.2]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K00012","UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K12111","ebgA; evolved beta-galactosidase subunit alpha [EC:3.2.1.23]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K03786","aroQ, qutE; 3-dehydroquinate dehydratase II [EC:4.2.1.10]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K01787","RENBP; N-acylglucosamine 2-epimerase [EC:5.1.3.8]","VIBRANT_AMG_counts_ERR3857128.tsv"
"2","K15634","gpmB; probable phosphoglycerate mutase [EC:5.4.2.12]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K01938","fhs; formate--tetrahydrofolate ligase [EC:6.3.4.3]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K02122","ATPVF, ntpF, atpF; V/A-type H+/Na+-transporting ATPase subunit F","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K00865","glxK, garK; glycerate 2-kinase [EC:2.7.1.165]","VIBRANT_AMG_counts_ERR3857128.tsv"
"2","K21064","ycsE, yitU, ywtE; 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]","VIBRANT_AMG_counts_ERR3857128.tsv"
"4","K00820","glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]","VIBRANT_AMG_counts_ERR3857128.tsv"
"2","K02108","ATPF0A, atpB; F-type H+-transporting ATPase subunit a","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K01939","purA, ADSS; adenylosuccinate synthase [EC:6.3.4.4]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K00766","trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K13038","coaBC, dfp; phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]","VIBRANT_AMG_counts_ERR3857128.tsv"
"2","K21029","moeB; molybdopterin-synthase adenylyltransferase [EC:2.7.7.80]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K05305","FUK; fucokinase [EC:2.7.1.52]","VIBRANT_AMG_counts_ERR3857128.tsv"
"4","K06167","phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K03429","ugtP; processive 1,2-diacylglycerol beta-glucosyltransferase [EC:2.4.1.315]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K01759","GLO1, gloA; lactoylglutathione lyase [EC:4.4.1.5]","VIBRANT_AMG_counts_ERR3857128.tsv"
"2","K01923","purC; phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K10536","aguA; agmatine deiminase [EC:3.5.3.12]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K00559","SMT1, ERG6; sterol 24-C-methyltransferase [EC:2.1.1.41]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K22227","ahbD; heme synthase","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K00859","coaE; dephospho-CoA kinase [EC:2.7.1.24]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K23144","K23144; UDP-N-acetylglucosamine diphosphorylase / glucose-1-phosphate thymidylyltransferase / UDP-N-acetylgalactosamine diphosphorylase / glucosamine-1-phosphate N-acetyltransferase / galactosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.7.7.24 2.7.7.83 2.3.1.157 2.3.1.276]","VIBRANT_AMG_counts_ERR3857128.tsv"
"1","K03273","gmhB; D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]","VIBRANT_AMG_counts_ERR3857128.tsv"
