bin.11_00303	2622
NODE_5284_length_4361_cov_8.114491||full_1	420
NODE_6677_length_3790_cov_3.923695||full_4	534
NODE_6848_length_3728_cov_2.451130||full_3	783
NODE_2724_length_6440_cov_5.093500||full_2	1560
NODE_2724_length_6440_cov_5.093500||full_3	1704
NODE_2724_length_6440_cov_5.093500||full_4	1701
NODE_321_length_18791_cov_36.813728||full_31	648
NODE_321_length_18791_cov_36.813728||full_34	1212
NODE_7731_length_3453_cov_5.691878||full_3	378
NODE_6343_length_3907_cov_21.359294||full_3	1530
NODE_2458_length_6823_cov_14.498375||full_1_1-5746/6819_10	210
NODE_2458_length_6823_cov_14.498375||full_1_1-5746/6819_11	390
NODE_6333_length_3913_cov_13.271125||full_2	588
NODE_39177_length_1059_cov_2.581673||full_4	171
NODE_15109_length_2190_cov_3.314286||full_4	294
NODE_28908_length_1355_cov_3.170000||full_3	498
NODE_2399_length_6915_cov_5.522157||full_5	963
NODE_1672_length_8390_cov_15.425075||full_8	246
NODE_1672_length_8390_cov_15.425075||full_10	282
NODE_1672_length_8390_cov_15.425075||full_12	858
NODE_5857_length_4088_cov_4.282420||full_3	2127
NODE_150_length_24827_cov_6.760132||full_1_5007-24825/24825_1	1095
NODE_10213_length_2878_cov_11.471838||full_1	990
NODE_12050_length_2565_cov_3.533466||full_4	246
NODE_1324_length_9521_cov_6.177372||full_4	255
NODE_138_length_25306_cov_8.834145||full_9	432
NODE_2057_length_7484_cov_9.872661||full_4	228
NODE_10192_length_2882_cov_4.736470||full_2	360
NODE_6910_length_3707_cov_12.190854||full_3	828
NODE_1054_length_10619_cov_9.596081||full_10	753
NODE_1050_length_10638_cov_9.780875||full_17	747
NODE_1050_length_10638_cov_9.780875||full_19	597
NODE_5858_length_4088_cov_4.074634||full_2	465
NODE_7640_length_3482_cov_11.968777||full_3	684
NODE_541_length_14712_cov_15.176980||full_3	264
NODE_541_length_14712_cov_15.176980||full_15	627
NODE_22171_length_1663_cov_10.563433||full_2	918
NODE_4439_length_4824_cov_8.156008||full_1	546
NODE_4439_length_4824_cov_8.156008||full_2	1578
NODE_4439_length_4824_cov_8.156008||full_3	1695
NODE_4439_length_4824_cov_8.156008||full_4	714
NODE_17409_length_1982_cov_3.060197||full_2	306
NODE_1383_length_9333_cov_17.163182||full_3	1038
NODE_1383_length_9333_cov_17.163182||full_6	246
NODE_8652_length_3207_cov_4.135787||full_3	438
NODE_7826_length_3427_cov_5.987248||full_2	987
NODE_27_length_45943_cov_15.966157||full_57	426
NODE_27_length_45943_cov_15.966157||full_60	882
NODE_19440_length_1832_cov_4.051210||full_2	735
NODE_160_length_23792_cov_17.616885||full_3	846
NODE_160_length_23792_cov_17.616885||full_14	306
NODE_30_length_44998_cov_10.364439||full_1_10141-44998/44998_9	261
NODE_30_length_44998_cov_10.364439||full_1_10141-44998/44998_38	648
NODE_30_length_44998_cov_10.364439||full_1_10141-44998/44998_50	237
NODE_11815_length_2600_cov_49.506876||full_2	216
NODE_11815_length_2600_cov_49.506876||full_4	1410
NODE_4636_length_4706_cov_4.826274||full_6	414
NODE_2247_length_7175_cov_51.879775||full_1	516
NODE_240_length_20579_cov_33.389982||full_1	795
NODE_23360_length_1599_cov_2.280440||full_1	390
NODE_249_length_20316_cov_29.148364||full_28	198
NODE_249_length_20316_cov_29.148364||full_29	681
NODE_130_length_25866_cov_6.069234||full_2	723
NODE_7180_length_3619_cov_5.121773||full_3	1500
NODE_7155_length_3625_cov_8.859664||full_5	411
NODE_4954_length_4535_cov_7.718750||full_2	720
NODE_4954_length_4535_cov_7.718750||full_6	462
NODE_286_length_19527_cov_5.873870||full_9	267
NODE_7767_length_3443_cov_10.473436||full_2	897
NODE_12217_length_2539_cov_9.189614||full_1	435
NODE_12217_length_2539_cov_9.189614||full_2	219
NODE_12217_length_2539_cov_9.189614||full_6	381
NODE_144_length_25135_cov_22.910766||full_8	372
NODE_144_length_25135_cov_22.910766||full_15	477
NODE_5568_length_4211_cov_4.859480||full_3	411
NODE_195_length_22306_cov_7.762977||full_2	648
NODE_12278_length_2532_cov_3.441663||full_4	642
NODE_7471_length_3535_cov_4.250575||full_1_1-2757/3534_8	627
NODE_9167_length_3094_cov_17.945048||full_3	438
NODE_258_length_20192_cov_6.325719||full_5	396
NODE_17229_length_1996_cov_6.215868||full_1	228
NODE_21369_length_1709_cov_5.045949||full_4	306
NODE_3006_length_6095_cov_4.441060||full_1_367-6027/6027_4	660
NODE_2707_length_6477_cov_4.353317||full_1	807
NODE_2747_length_6407_cov_5.262594||full_8	555
NODE_20118_length_1786_cov_8.175621||full_3	207
NODE_17342_length_1987_cov_31.775362||full_1	297
NODE_17342_length_1987_cov_31.775362||full_3	330
NODE_6337_length_3912_cov_6.012704||full_2	465
NODE_6651_length_3796_cov_3.635392||full_1	270
NODE_1002_length_10891_cov_4.615172||full_14	420
NODE_1002_length_10891_cov_4.615172||full_15	366
NODE_6638_length_3800_cov_5.788518||full_1	801
NODE_6111_length_3994_cov_5.133536||full_3	225
NODE_17232_length_1996_cov_4.590417||full_2	378
NODE_19477_length_1830_cov_5.425352||full_1	390
NODE_20060_length_1790_cov_5.648415||full_1	744
NODE_20060_length_1790_cov_5.648415||full_3	285
NODE_4502_length_4787_cov_5.554100||full_1	792
NODE_7094_length_3646_cov_12.964912||full_4	1296
NODE_440_length_16121_cov_12.465268||full_1	1446
NODE_440_length_16121_cov_12.465268||full_2	420
NODE_3595_length_5470_cov_51.484765||full_4	645
NODE_6921_length_3702_cov_14.447217||full_5	414
NODE_3232_length_5817_cov_22.191600||full_3	1611
NODE_3232_length_5817_cov_22.191600||full_4	1638
NODE_3232_length_5817_cov_22.191600||full_5	1539
NODE_105_length_28197_cov_18.566840||full_1_1-20375/28047_30	1125
NODE_6973_length_3688_cov_3.261767||full_1	930
NODE_10042_length_2910_cov_2.961471||full_2	231
NODE_21974_length_1674_cov_4.938851||full_4	210
NODE_63_length_34295_cov_15.360514||full_18	1350
NODE_63_length_34295_cov_15.360514||full_35	447
NODE_1208_length_9924_cov_115.642010||full_1_3264-9922/9922_2	1134
NODE_23909_length_1572_cov_4.789057||full_4	309
NODE_493_length_15342_cov_9.469353||full_13	216
NODE_493_length_15342_cov_9.469353||full_17	207
NODE_493_length_15342_cov_9.469353||full_18	222
NODE_493_length_15342_cov_9.469353||full_22	396
NODE_493_length_15342_cov_9.469353||full_25	1485
NODE_5174_length_4422_cov_7.026334||full_8	243
NODE_5174_length_4422_cov_7.026334||full_9	543
NODE_2007_length_7585_cov_6.216069||full_4	366
NODE_9696_length_2982_cov_2.548343||full_3	294
NODE_3433_length_5631_cov_10.524390||full_3	795
NODE_6285_length_3930_cov_8.022968||full_2	1317
NODE_6285_length_3930_cov_8.022968||full_3	1617
NODE_5291_length_4357_cov_3.208740||full_3	1041
NODE_18267_length_1914_cov_4.942980||full_4	198
NODE_5717_length_4151_cov_7.886963||full_5	480
NODE_110_length_27592_cov_14.178923||full_1_4982-21935/26338_9	1932
NODE_563_length_14434_cov_6.174143||full_2	360
NODE_117_length_26954_cov_17.869549||full_18	1020
NODE_117_length_26954_cov_17.869549||full_21	309
NODE_117_length_26954_cov_17.869549||full_22	1614
NODE_117_length_26954_cov_17.869549||full_23	1284
NODE_117_length_26954_cov_17.869549||full_27	414
NODE_487_length_15402_cov_9.652440||full_16	420
NODE_487_length_15402_cov_9.652440||full_20	1323
NODE_487_length_15402_cov_9.652440||full_21	300
NODE_8402_length_3271_cov_4.963930||full_2	198
NODE_3631_length_5438_cov_5.365967||full_10	426
NODE_5881_length_4078_cov_4.339796||full_1_1-3695/4022_4	444
NODE_3261_length_5793_cov_32.405542||full_4	1680
NODE_3261_length_5793_cov_32.405542||full_5	486
NODE_3261_length_5793_cov_32.405542||full_6	1623
NODE_3257_length_5796_cov_8.702665||full_2	612
NODE_1762_length_8145_cov_7.224969||full_12	273
NODE_9042_length_3122_cov_3.460711||full_4	1434
NODE_9042_length_3122_cov_3.460711||full_6	366
NODE_50_length_38352_cov_12.143902||full_32	204
NODE_50_length_38352_cov_12.143902||full_43	219
NODE_8321_length_3288_cov_5.382617||full_4	189
NODE_7608_length_3492_cov_3.975851||full_4	951
NODE_4437_length_4825_cov_9.513208||full_1_1-4575/4772_8	339
NODE_12537_length_2494_cov_3.030750||full_6	633
NODE_1790_length_8095_cov_7.618905||full_1	969
NODE_1790_length_8095_cov_7.618905||full_2	1026
NODE_1790_length_8095_cov_7.618905||full_15	516
NODE_264_length_20107_cov_70.674047||full_1_1-15056/20107_15	630
NODE_264_length_20107_cov_70.674047||full_1_1-15056/20107_19	960
NODE_5434_length_4277_cov_38.296305||full_5	432
NODE_4118_length_5050_cov_12.887487||full_2	396
NODE_8043_length_3368_cov_6.713553||full_1	477
NODE_5595_length_4197_cov_16.292129||full_5	435
NODE_2832_length_6306_cov_3.803871||full_5	624
NODE_6_length_69124_cov_7.924843||full_1	600
NODE_13386_length_2381_cov_3.671969||full_5	417
NODE_3134_length_5936_cov_5.201836||full_1_1441-5805/5805_1	825
NODE_4241_length_4964_cov_4.730495||full_8	204
NODE_7577_length_3502_cov_9.559907||full_4	1422
NODE_7577_length_3502_cov_9.559907||full_5	453
NODE_4264_length_4947_cov_4.680090||full_7	1956
NODE_6178_length_3971_cov_6.480082||full_8	345
NODE_6722_length_3772_cov_7.690342||full_1	513
NODE_11721_length_2614_cov_2.806174||full_1	720
NODE_11629_length_2627_cov_2.942846||full_1	237
NODE_11629_length_2627_cov_2.942846||full_2	369
NODE_311_length_18947_cov_10.178594||full_3	636
NODE_4317_length_4906_cov_7.339518||full_11	342
NODE_3799_length_5309_cov_3.446136||full_3	321
NODE_3799_length_5309_cov_3.446136||full_4	252
NODE_1856_length_7332_cov_5.732445||full_1	1761
NODE_1856_length_7332_cov_5.732445||full_3	387
NODE_3949_length_4290_cov_6.829516||full_1	618
NODE_575_length_14712_cov_18.808351||full_3	627
NODE_575_length_14712_cov_18.808351||full_15	264
NODE_6491_length_2838_cov_5.798778||full_7	939
NODE_1822_length_7419_cov_6.261135||full_2	438
NODE_3938_length_4309_cov_4.719323||full_2	1629
NODE_3938_length_4309_cov_4.719323||full_3	1695
NODE_3938_length_4309_cov_4.719323||full_4	483
NODE_141_length_27659_cov_7.589480||full_22	294
NODE_141_length_27659_cov_7.589480||full_24	1545
NODE_7206_length_2615_cov_3.500781||full_2	387
NODE_238_length_21934_cov_6.422140||full_17	1107
NODE_5659_length_3168_cov_6.708320||full_2	435
NODE_3609_length_4609_cov_7.487923||full_2	384
NODE_3609_length_4609_cov_7.487923||full_3	1611
NODE_3609_length_4609_cov_7.487923||full_4	1704
NODE_10484_length_1921_cov_4.159164||full_3	333
NODE_19180_length_1217_cov_3.962995||full_4	486
NODE_3312_length_4925_cov_5.246407||full_1	1653
NODE_1624_length_8067_cov_5.909885||full_6	438
NODE_3743_length_4460_cov_42.609762||full_1	1581
NODE_949_length_11419_cov_7.559926||full_11	2127
NODE_9044_length_2159_cov_5.565114||full_1	312
NODE_14421_length_1508_cov_4.734343||full_4	462
NODE_5623_length_3186_cov_3.366975||full_4	261
NODE_7789_length_2448_cov_3.549102||full_2	366
NODE_710_length_13319_cov_4.577428||full_6	312
NODE_710_length_13319_cov_4.577428||full_15	600
NODE_4104_length_4159_cov_6.456140||full_1	360
NODE_4104_length_4159_cov_6.456140||full_2	1512
NODE_2292_length_6347_cov_6.037826||full_2	417
NODE_2292_length_6347_cov_6.037826||full_9	381
NODE_4766_length_3657_cov_6.557468||full_4	246
NODE_3377_length_4858_cov_4.166771||full_3	648
NODE_1319_length_9197_cov_5.036535||full_1	1227
NODE_5048_length_3474_cov_10.289266||full_4	489
NODE_5735_length_3134_cov_3.829815||full_5	954
NODE_9068_length_2155_cov_3.392857||full_4	1041
NODE_11069_length_1842_cov_2.524902||full_2	393
NODE_4096_length_4163_cov_6.982717||full_1	363
NODE_4096_length_4163_cov_6.982717||full_6	339
NODE_187_length_24250_cov_27.596446||full_4	462
NODE_187_length_24250_cov_27.596446||full_22	1350
NODE_968_length_11276_cov_32.331432||full_22	390
NODE_7147_length_2634_cov_9.188833||full_4	639
NODE_7861_length_2428_cov_2.362410||full_2	234
NODE_5233_length_3372_cov_5.549292||full_3	417
NODE_40_length_43575_cov_6.719393||full_27	501
NODE_10137_length_1973_cov_3.940563||full_5	645
NODE_8597_length_2250_cov_7.388610||full_5	630
NODE_3823_length_4387_cov_99.332410||full_2	1236
NODE_16857_length_1336_cov_1.889149||full_2	408
NODE_6500_length_2834_cov_3.369557||full_2	438
NODE_16373_length_1367_cov_1.975610||full_4	516
NODE_5459_length_3255_cov_7.313125||full_2	468
NODE_786_length_12632_cov_6.649996||full_12	420
NODE_1036_length_10754_cov_13.608001||full_4	597
NODE_1036_length_10754_cov_13.608001||full_6	747
NODE_2032_length_6833_cov_15.653438||full_12	1023
NODE_549_length_15035_cov_8.023632||full_3	207
NODE_2603_length_5819_cov_13.819396||full_9	339
NODE_6957_length_2689_cov_7.838648||full_3	1068
NODE_815_length_12409_cov_8.701959||full_6	747
